"","Départements","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Index","Libellé","Tout département","01","02","03","04","05","06","07","08","09","10.0","11.0","12.0","13.0","14.0","15.0","16.0","17.0","18.0","19.0","21.0","22.0","23.0","24.0","25.0","26.0","27.0","28.0","29.0","2A","2B","30.0","31.0","32.0","33.0","34.0","35.0","36.0","37.0","38.0","39.0","40.0","41.0","42.0","43.0","44.0","45.0","46.0","47.0","48.0","49.0","50.0","51.0","52.0","53.0","54.0","55.0","56.0","57.0","58.0","59.0","60.0","61.0","62.0","63.0","64.0","65.0","66.0","67.0","68.0","69.0","70.0","71.0","72.0","73.0","74.0","75.0","76.0","77.0","78.0","79.0","80.0","81.0","82.0","83.0","84.0","85.0","86.0","87.0","88.0","89.0","90.0","91.0","92.0","93.0","94.0","95.0","Service à compétence national"
"","Tout index","3974694.0","26068.0","27221.0","13507.0","7708.0","7049.0","111047.0","10942.0","14375.0","5596.0","16666.0","21071.0","8409.0","184831.0","37612.0","3847.0","12899.0","37400.0","15055.0","9008.0","26736.0","22492.0","3158.0","14599.0","26549.0","30536.0","29957.0","21402.0","39364.0","7877.0","8922.0","51036.0","80783.0","6137.0","96571.0","82194.0","47446.0","9105.0","31181.0","81442.0","9852.0","16999.0","13018.0","38557.0","6634.0","80565.0","40710.0","5915.0","14742.0","2173.0","34674.0","18636.0","36324.0","9924.0","9700.0","43012.0","8123.0","28624.0","55608.0","9536.0","182309.0","51709.0","10228.0","88388.0","27212.0","31509.0","10507.0","38518.0","69420.0","42327.0","139578.0","7738.0","22232.0","24579.0","28983.0","42208.0","280466.0","77085.0","96297.0","102051.0","10762.0","31522.0","14764.0","11166.0","73604.0","42024.0","23235.0","19742.0","14380.0","15617.0","19466.0","7562.0","81154.0","113264.0","138534.0","103309.0","106666.0","3455.0"
"1.0","Règlements de compte entre malfaiteurs","101.0","4.0","1.0","1.0","0.0","0.0","4.0","1.0","0.0","0.0","1.0","0.0","1.0","12.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","3.0","0.0","0.0","1.0","0.0","1.0","3.0","2.0","0.0","5.0","5.0","1.0","0.0","1.0","3.0","0.0","1.0","0.0","1.0","0.0","3.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","0.0","1.0","2.0","0.0","2.0","0.0","1.0","0.0","2.0","4.0","0.0","3.0","0.0","0.0","0.0","2.0","0.0","5.0","0.0","2.0","0.0","0.0","1.0","0.0","1.0","3.0","2.0","2.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","2.0","3.0","0.0"
"2.0","Homicides pour voler et à l'occasion de vols","53.0","2.0","1.0","0.0","0.0","0.0","5.0","0.0","0.0","0.0","1.0","0.0","2.0","6.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0","4.0","1.0","0.0","2.0","0.0","1.0","0.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","2.0","3.0","2.0","0.0"
"3.0","Homicides pour d'autres motifs","764.0","2.0","6.0","2.0","4.0","1.0","24.0","3.0","8.0","0.0","3.0","7.0","3.0","41.0","7.0","1.0","3.0","7.0","2.0","5.0","1.0","2.0","1.0","4.0","5.0","3.0","11.0","6.0","8.0","14.0","6.0","13.0","12.0","0.0","25.0","22.0","6.0","4.0","5.0","15.0","4.0","7.0","1.0","5.0","1.0","4.0","15.0","2.0","3.0","1.0","6.0","0.0","7.0","1.0","1.0","20.0","2.0","5.0","10.0","5.0","33.0","15.0","4.0","27.0","3.0","3.0","2.0","4.0","9.0","8.0","17.0","1.0","4.0","3.0","5.0","4.0","43.0","7.0","7.0","10.0","1.0","6.0","4.0","4.0","17.0","11.0","3.0","7.0","3.0","2.0","3.0","4.0","11.0","18.0","41.0","17.0","10.0","1.0"
"4.0","Tentatives d'homicides pour voler et à l'occasion de vols","94.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","8.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","3.0","0.0","0.0","0.0","1.0","1.0","4.0","0.0","4.0","1.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","2.0","1.0","1.0","0.0","0.0","1.0","1.0","3.0","0.0","0.0","0.0","0.0","3.0","4.0","2.0","5.0","0.0","0.0","1.0","3.0","1.0","5.0","2.0","4.0","0.0","1.0","0.0","0.0","0.0","7.0","0.0","4.0","3.0","2.0","0.0"
"5.0","Tentatives homicides pour d'autres motifs","1092.0","9.0","22.0","2.0","3.0","1.0","20.0","1.0","2.0","2.0","9.0","8.0","5.0","42.0","11.0","1.0","11.0","7.0","1.0","7.0","12.0","5.0","2.0","5.0","7.0","6.0","6.0","6.0","9.0","11.0","7.0","7.0","17.0","0.0","30.0","19.0","10.0","3.0","7.0","22.0","2.0","1.0","6.0","17.0","0.0","13.0","7.0","2.0","0.0","1.0","4.0","4.0","8.0","4.0","4.0","9.0","1.0","9.0","11.0","2.0","45.0","10.0","4.0","20.0","8.0","4.0","2.0","18.0","8.0","3.0","25.0","4.0","7.0","5.0","5.0","11.0","42.0","15.0","39.0","28.0","2.0","13.0","1.0","2.0","12.0","9.0","6.0","3.0","11.0","6.0","4.0","1.0","42.0","47.0","89.0","47.0","34.0","0.0"
"6.0","Coups et blessures volontaires suivis de mort","194.0","1.0","1.0","2.0","0.0","0.0","5.0","0.0","2.0","0.0","1.0","1.0","0.0","13.0","2.0","0.0","1.0","0.0","0.0","2.0","1.0","1.0","0.0","0.0","2.0","1.0","4.0","0.0","5.0","0.0","0.0","4.0","4.0","0.0","5.0","2.0","0.0","0.0","4.0","1.0","1.0","0.0","1.0","2.0","0.0","7.0","2.0","0.0","2.0","0.0","1.0","3.0","0.0","2.0","0.0","5.0","1.0","2.0","5.0","0.0","9.0","3.0","1.0","7.0","1.0","0.0","1.0","5.0","3.0","5.0","3.0","0.0","1.0","1.0","0.0","0.0","10.0","2.0","4.0","2.0","1.0","3.0","0.0","0.0","5.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0","4.0","3.0","7.0","7.0","1.0","0.0"
