"Ville","CP","Adresse","Longitude","Latitude","Type","Effectif","superficie","population","noReg","noDept","gn2013","gd2013","pn2013"
"FERRIERES EN GATINAIS","45210","2 Route de Mirebeau 45210 FERRIERES EN GATINAIS",2.787739,48.084859,"G",,,,,"45",728,365,934
"CHATEAU RENARD","45220","40 Rue des Cerisiers 45220 CHATEAU RENARD",2.91648,47.922254,"G",,,,,"45",728,365,934
"CHATILLON SUR LOIRE","45360","41 Route de Beaulieu 45360 CHATILLON SUR LOIRE",2.758249,47.587471,"G",,,,,"45",728,365,934
"NEUVILLE AUX BOIS","45170","3 Rue des Mitouflets 45170 NEUVILLE AUX BOIS",2.043759,48.063388,"G",,,,,"45",728,365,934
"MEUNG SUR LOIRE","45130","44 Route d'OrlÃ©ans 45130 MEUNG SUR LOIRE",1.707883,47.835689,"G",,,,,"45",728,365,934
"LA FERTE ST AUBIN","45240","58 Boulevard du MarÃ©chal Foch 45240 LA FERTE ST AUBIN",1.935959,47.721038,"G",,,,,"45",728,365,934
"CLERY ST ANDRE","45370","179 Rue du MarÃ©chal Foch 45370 CLERY ST ANDRE",1.758592,47.823023,"G",,,,,"45",728,365,934
"VILLIERS ST GEORGES","77560","24 Rue de Sancy 77560 VILLIERS ST GEORGES",3.405157,48.651051,"G",,,,,"77",920,463,3773
"JOUY LE CHATEL","77970","42 Rue de Provins 77970 JOUY LE CHATEL",3.132747,48.664672,"G",,,,,"77",920,463,3773
"DONNEMARIE DONTILLY","77520","16 Avenue du Ralloy 77520 DONNEMARIE DONTILLY",3.133753,48.474049,"G",,,,,"77",920,463,3773
"BRAY SUR SEINE","77480","459 Rue Danton 77480 BRAY SUR SEINE",3.235758,48.412103,"G",,,,,"77",920,463,3773
"CHATEAU LANDON","77570","5 Rue AndrÃ© Gauquelin 77570 CHATEAU LANDON",2.69515,48.148149,"G",,,,,"77",920,463,3773
"BEAUMONT DU GATINAIS","77890","16 Avenue de la Gare 77890 BEAUMONT DU GATINAIS",2.473936,48.140973,"G",,,,,"77",920,463,3773
"LA FERTE GAUCHER","77320","21 Rue du Docteur Cochot 77320 LA FERTE GAUCHER",3.303331,48.782861,"G",,,,,"77",920,463,3773
"BEAUMONT SUR OISE","95260","7 Avenue de la Division Leclerc 95260 BEAUMONT SUR OISE",2.28308,49.13824,"G",,,,,"95",649,376,4312
"GIF SUR YVETTE","91190","16 Rue Raoul Dautry 91190 GIF SUR YVETTE",2.137405,48.699009,"G",,,,,"91",709,434,3328
"MANTES LA JOLIE","78200","131 Boulevard du MarÃ©chal Juin 78200 MANTES LA JOLIE",1.701381,48.992876,"G",,,,,"78",679,332,4153
"PENTA DI CASINCA","20213","AllÃ©e E Fureste 20213 PENTA DI CASINCA",9.504286,42.450063,"G",,,,,"2B",436,214,386
"L ILE ROUSSE","20220","Rue Sergent AndrÃ© Amadei 20220 L ILE ROUSSE",8.931031,42.63022,"G",,,,,"2B",436,214,386
"ST FLORENT","20217","Route de Calvi La Foce 20217 ST FLORENT",9.302167,42.680251,"G",,,,,"2B",436,214,386
"SANTA MARIA SICHE","20190","Quartier San-Bastiano 20190 SANTA MARIA SICHE",8.981428,41.887729,"G",,,,,"2A",348,182,471
"PILA CANALE","20123","Fontana-ChaleÃ¯a 20123 PILA CANALE",8.895753,41.792313,"G",,,,,"2A",348,182,471
"PETRETO BICCHISANO","20140","Quartier Ruscello 20140 PETRETO BICCHISANO",8.962673,41.77252,"G",,,,,"2A",348,182,471
"SARI SOLENZARA","20145","Route de Sari 20145 SARI SOLENZARA",9.37271,41.83721,"G",,,,,"2A",348,182,471
"SARI D ORCINO","20151","Caserne Caspitano 20151 SARI D ORCINO",8.835966,42.061855,"G",,,,,"2A",348,182,471
"VERNET LES BAINS","66820","35 Boulevard Georges Clemenceau 66820 VERNET LES BAINS",2.385996,42.552144,"G",,,,,"66",663,382,972
"MONT LOUIS","66210","Avenue du GÃ©nÃ©ral Jean Gilles 66210 MONT LOUIS",2.121494,42.509193,"G",,,,,"66",663,382,972
"ILLE SUR TET","66130","2 Chemin de Colomer 66130 ILLE SUR TET",2.625769,42.674209,"G",,,,,"66",663,382,972
"FONT ROMEU ODEILLO VIA","66120","Caserne des gendarmes MATUTANO & OLLER 30 Boulevard du Cambre d'Aze 66120 FONT ROMEU ODEILLO VIA",2.047123,42.500796,"G",,,,,"66",663,382,972
"BOURG MADAME","66760","Rue du Torrent 66760 BOURG MADAME",1.950899,42.431922,"G",,,,,"66",663,382,972
"PORT VENDRES","66660","Avenue Marius DemontÃ¨s 66660 PORT VENDRES",3.107379,42.514912,"G",,,,,"66",663,382,972
"BANYULS SUR MER","66650","Quartier La RÃ©thorie 1 Rue de l'Amiral Vilarem 66650 BANYULS SUR MER",3.123177,42.475018,"G",,,,,"66",663,382,972
"ARLES SUR TECH","66150","25 Avenue Louis Moli 66150 ARLES SUR TECH",2.635117,42.454078,"G",,,,,"66",663,382,972
"ST PAUL DE FENOUILLET","66220","Chemin de la Boulzane 66220 ST PAUL DE FENOUILLET",2.491355,42.806172,"G",,,,,"66",663,382,972
"LATOUR DE FRANCE","66720","11 Rue Joseph MounÃ© 66720 LATOUR DE FRANCE",2.651795,42.765999,"G",,,,,"66",663,382,972
"ST GERMAIN DU TEIL","48340","Lotissement Arnal 48340 ST GERMAIN DU TEIL",3.172646,44.478754,"G",,,,,"48",269,144,66
"ST CHELY D APCHER","48200","Quartier Bellevue 49 Rue du Docteur Yves dalle 48200 ST CHELY D APCHER",3.273681,44.807311,"G",,,,,"48",269,144,66
"ST ALBAN SUR LIMAGNOLE","48120","Route de Montalbert 48120 ST ALBAN SUR LIMAGNOLE",3.373632,44.788536,"G",,,,,"48",269,144,66
"LE MALZIEU VILLE","48140","Chemin du Villeret 48140 LE MALZIEU VILLE",3.34074,44.856122,"G",,,,,"48",269,144,66
"AUMONT AUBRAC","48130","38 Route du Languedoc 48130 AUMONT AUBRAC",3.285687,44.71363,"G",,,,,"48",269,144,66
"ST GERMAIN DE CALBERTE","48370","Le village 48370 ST GERMAIN DE CALBERTE",3.829938,44.209721,"G",,,,,"48",269,144,66
"STE ENIMIE","48210","Route de Meyrueis 48210 STE ENIMIE",3.413771,44.362141,"G",,,,,"48",269,144,66
"LE PONT DE MONTVERT","48220","Quartier Chambon 48220 LE PONT DE MONTVERT",3.780597,44.38577,"G",,,,,"48",269,144,66
"LE COLLET DE DEZE","48160","Route Nationale 106 48160 LE COLLET DE DEZE",3.920709,44.256994,"G",,,,,"48",269,144,66
"BARRE DES CEVENNES","48400","La Croisette 48400 BARRE DES CEVENNES",3.674326,44.25664,"G",,,,,"48",269,144,66
"RIEUTORT DE RANDON","48700","Route de Sallassous 48700 RIEUTORT DE RANDON",3.478817,44.632171,"G",,,,,"48",269,144,66
"CHATEAUNEUF DE RANDON","48170","Rue du Chemin-Neuf 48170 CHATEAUNEUF DE RANDON",3.687458,44.642748,"G",,,,,"48",269,144,66
"BAGNOLS LES BAINS","48190","Quartier Les Clauzels 48190 BAGNOLS LES BAINS",3.659036,44.509176,"G",,,,,"48",269,144,66
"ST HIPPOLYTE DU FORT","30170","Route de Monoblet 30170 ST HIPPOLYTE DU FORT",3.876075,43.969317,"G",,,,,"30",856,503,1279
"ST ANDRE DE VALBORGNE","30940","Le Mas de Fesc 30940 ST ANDRE DE VALBORGNE",3.674879,44.157785,"G",,,,,"30",856,503,1279
"ST CHAPTES","30190","150 Avenue RenÃ© Pasquier 30190 ST CHAPTES",4.276197,43.972967,"G",,,,,"30",856,503,1279
"PONT ST ESPRIT","30130","10 AllÃ©e des Roses 30130 PONT ST ESPRIT",4.639794,44.244112,"G",,,,,"30",856,503,1279
"BAGNOLS SUR CEZE","30200","435 Avenue Roger Salengro 30200 BAGNOLS SUR CEZE",4.615425,44.165888,"G",,,,,"30",856,503,1279
"ST AMBROIX","30500","241 Route d'AlÃ¨s 30500 ST AMBROIX",4.191662,44.258296,"G",,,,,"30",856,503,1279
"ST MARTIN DE VALGALGUES","30520","Carreau Saint-FÃ©lix Rocade Nord 30520 ST MARTIN DE VALGALGUES",4.07982,44.170182,"G",,,,,"30",856,503,1279
"ST JEAN DU GARD","30270","La GlaciÃ¨re 30270 ST JEAN DU GARD",3.895343,44.101201,"G",,,,,"30",856,503,1279
"ST MAMERT DU GARD","30730","278 Route de la Gare 30730 ST MAMERT DU GARD",4.191616,43.888695,"G",,,,,"30",856,503,1279
"LE GRAU DU ROI","30240","5 Route d'Aigues Mortes Lieu-dit Quai Colbert 30240 LE GRAU DU ROI",4.138259,43.5376,"G",,,,,"30",856,503,1279
"AIGUES MORTES","30220","27 Chemin d'Esparron 30220 AIGUES MORTES",4.206756,43.562803,"G",,,,,"30",856,503,1279
"LEZIGNAN CORBIERES","11200","16 Chemin de l'Estagnol 11200 LEZIGNAN CORBIERES",2.753498,43.186988,"G",,,,,"11",588,309,580
"DURBAN CORBIERES","11360","Avenue de Narbonne 11360 DURBAN CORBIERES",2.819658,42.997476,"G",,,,,"11",588,309,580
"BELVEZE DU RAZES","11240","Chemin DÃ©partemental 18 11240 BELVEZE DU RAZES",2.089255,43.122195,"G",,,,,"11",588,309,580
"ST HILAIRE","11250","Route de Ladern 11250 ST HILAIRE",2.312861,43.093343,"G",,,,,"11",588,309,580
"SALLES SUR L HERS","11410","4 Chemin de La Coume Lieu-dit PÃ©goutel 11410 SALLES SUR L HERS",1.780745,43.277918,"G",,,,,"11",588,309,580
"MAS CABARDES","11380","2 Avenue du Moulin-de-Salles 11380 MAS CABARDES",2.361032,43.370241,"G",,,,,"11",588,309,580
"CUXAC CABARDES","11390","2 Boulevard de la PrÃ©fecture 11390 CUXAC CABARDES",2.270145,43.361444,"G",,,,,"11",588,309,580
"CONQUES SUR ORBIEL","11600","2 Rue Mozart 11600 CONQUES SUR ORBIEL",2.397427,43.267328,"G",,,,,"11",588,309,580
"CLERMONT L HERAULT","34800","8 Rue Jean Moulin 34800 CLERMONT L HERAULT",3.436172,43.632714,"G",,,,,"34",1115,659,1812
"LE BOUSQUET D ORB","34260","39 AllÃ©e Jean Bringer 34260 LE BOUSQUET D ORB",3.165517,43.697107,"G",,,,,"34",1115,659,1812
"VALRAS PLAGE","34350","Chemin des Cosses-sous-la-Tour 34350 VALRAS PLAGE",3.285189,43.252251,"G",,,,,"34",1115,659,1812
"LA SALVETAT SUR AGOUT","34330","AllÃ©e Saint-Etienne-de-Cavall 34330 LA SALVETAT SUR AGOUT",2.702329,43.610948,"G",,,,,"34",1115,659,1812
"ST PONS DE THOMIERES","34220","18 Avenue de la Gare 34220 ST PONS DE THOMIERES",2.764986,43.487784,"G",,,,,"34",1115,659,1812
"ST GERVAIS SUR MARE","34610","16 Avenue des Treilles 34610 ST GERVAIS SUR MARE",3.046486,43.655166,"G",,,,,"34",1115,659,1812
"ST CHINIAN","34360","7 Rue de l'EvÃªque 34360 ST CHINIAN",2.950149,43.420669,"G",,,,,"34",1115,659,1812
"MURVIEL LES BEZIERS","34490","23 Avenue de la RÃ©publique 34490 MURVIEL LES BEZIERS",3.147724,43.434047,"G",,,,,"34",1115,659,1812
"ST MARTIN DE LONDRES","34380","240 Avenue des CÃ©vennes 34380 ST MARTIN DE LONDRES",3.733066,43.792177,"G",,,,,"34",1115,659,1812
"VAISON LA ROMAINE","84110","Chemin des Abeilles 84110 VAISON LA ROMAINE",5.058319,44.245268,"G",,,,,"84",706,405,766
"BEAUMES DE VENISE","84190","69 Place du MarchÃ© 84190 BEAUMES DE VENISE",5.028092,44.128835,"G",,,,,"84",706,405,766
"PERNES LES FONTAINES","84210","Quartier de l'Audifrette 84210 PERNES LES FONTAINES",5.050496,43.99445,"G",,,,,"84",706,405,766
"ENTRAIGUES SUR LA SORGUE","84320","376 Avenue de Fossombrone 84320 ENTRAIGUES SUR LA SORGUE",4.927853,43.998661,"G",,,,,"84",706,405,766
"BEAUMONT DE PERTUIS","84120","Quartier les Grandes-Ferrages 84120 BEAUMONT DE PERTUIS",5.697873,43.737354,"G",,,,,"84",706,405,766
"ST ZACHARIE","83640","Quartier Plan Chemin Gaumin 83640 ST ZACHARIE",5.69537,43.38472,"G",,,,,"83",921,500,1767
"ST MAXIMIN LA STE BAUME","83470","405 Route de Nice 83470 ST MAXIMIN LA STE BAUME",5.87411,43.439077,"G",,,,,"83",921,500,1767
"COMPS SUR ARTUBY","83840","Avenue Chamay 83840 COMPS SUR ARTUBY",6.508525,43.708023,"G",,,,,"83",921,500,1767
"VILLARS SUR VAR","6710","33 Place Le Savel 06710 VILLARS SUR VAR",7.078184,43.956634,"G",,,,,"06",852,447,2795
"ST SAUVEUR SUR TINEE","6420","10 Boulevard Saint-Blaise 06420 ST SAUVEUR SUR TINEE",7.105252,44.085612,"G",,,,,"06",852,447,2795
"ST ETIENNE DE TINEE","6660","78 Rue Droite 06660 ST ETIENNE DE TINEE",6.92719,44.253305,"G",,,,,"06",852,447,2795
"PUGET THENIERS","6260","Caserne Adjudant-Chef Remond 198 Route du Col Saint-RaphaÃ«l 06260 PUGET THENIERS",6.904655,43.95009,"G",,,,,"06",852,447,2795
"CAP D AIL","6320","60 Avenue du 3 Septembre 1945 06320 CAP D AIL",7.399285,43.721774,"G",,,,,"06",852,447,2795
"BREIL SUR ROYA","6540","53 Rue du Commandant Hardy 06540 BREIL SUR ROYA",7.515091,43.94613,"G",,,,,"06",852,447,2795
"ST VALLIER DE THIEY","6460","220 Route DÃ©partementale 6085 Quartier  Les Arboins 06460 ST VALLIER DE THIEY",6.873808,43.685617,"G",,,,,"06",852,447,2795
"LE BAR SUR LOUP","6620","68 Rue du Docteur Maffet 06620 LE BAR SUR LOUP",6.985371,43.698856,"G",,,,,"06",852,447,2795
"THEOULE SUR MER","6590","2 bis Avenue LÃ©on Montier 06590 THEOULE SUR MER",6.939411,43.505966,"G",,,,,"06",852,447,2795
"MANDELIEU LA NAPOULE","6210","675 Boulevard des Ecureuils 06210 MANDELIEU LA NAPOULE",6.942273,43.542968,"G",,,,,"06",852,447,2795
"ST MARTIN VESUBIE","6450","Route de la Colmiane 06450 ST MARTIN VESUBIE",7.25061,44.090257,"G",,,,,"06",852,447,2795
"SAVINES LE LAC","5160","Rue des Eaux Douces 05160 SAVINES LE LAC",6.402702,44.527014,"G",,,,,"05",329,169,202
"ST CHAFFREY","5330","Route de Grenoble Lieu-dit Closel 05330 ST CHAFFREY",6.586821,44.944288,"G",,,,,"05",329,169,202
"ST FIRMIN","5800","Quartier La Sagnette 05800 ST FIRMIN",6.021042,44.79572,"G",,,,,"05",329,169,202
"ST BONNET EN CHAMPSAUR","5500","Lotissement Le Caire 5 Rue Moutet 05500 ST BONNET EN CHAMPSAUR",6.072197,44.685475,"G",,,,,"05",329,169,202
"LA BATIE NEUVE","5230","300 Avenue FranÃ§ois Mitterrand 05230 LA BATIE NEUVE",6.213486,44.577286,"G",,,,,"05",329,169,202
"ST JEAN ST NICOLAS","5260","Quartier Le Diamant Le Pont-du-FossÃ© 05260 ST JEAN ST NICOLAS",6.227268,44.666373,"G",,,,,"05",329,169,202
"ASPRES SUR BUECH","5140","Lotissement Serre-Gras 05140 ASPRES SUR BUECH",5.754633,44.523324,"G",,,,,"05",329,169,202
"ST VINCENT SUR JABRON","4200","Quartier Bouissaye 04200 ST VINCENT SUR JABRON",5.741483,44.186619,"G",,,,,"04",431,223,133
"ST ETIENNE LES ORGUES","4230","Route de Lure 04230 ST ETIENNE LES ORGUES",5.781867,44.049511,"G",,,,,"04",431,223,133
"LA MOTTE DU CAIRE","4250","393 Rue du PrÃ© Long 04250 LA MOTTE DU CAIRE",6.030564,44.342315,"G",,,,,"04",431,223,133
"CHATEAU ARNOUX ST AUBAN","4600","Impasse de la Reine Jeanne 04600 CHATEAU ARNOUX ST AUBAN",6.011143,44.099105,"G",,,,,"04",431,223,133
"ST ANDRE LES ALPES","4170","Quartier Les Cougnas Route de Nice 04170 ST ANDRE LES ALPES",6.506488,43.964859,"G",,,,,"04",431,223,133
"MOUSTIERS STE MARIE","4360","Quartier Saint-Michel 04360 MOUSTIERS STE MARIE",6.230828,43.847116,"G",,,,,"04",431,223,133
"LE LAUZET UBAYE","4340","Route de Barcelonnette 04340 LE LAUZET UBAYE",6.401832,44.404103,"G",,,,,"04",431,223,133
"GREOUX LES BAINS","4800","17 Avenue des Marronniers 04800 GREOUX LES BAINS",5.886864,43.758169,"G",,,,,"04",431,223,133
"DIGNE LES BAINS","4000","Caserne Mdc BÃ©al 2 Avenue Georges Pompidou 04000 DIGNE LES BAINS",6.215713,44.085731,"G",,,,,"04",431,223,133
"VELARS SUR OUCHE","21370","Place d'Osburg 21370 VELARS SUR OUCHE",4.909811,47.318932,"G",,,,,"21",590,325,929
"MONTREUX CHATEAU","90130","6 Rue des Grands-Champs 90130 MONTREUX CHATEAU",7.00072,47.609101,"G",,,,,"90",178,82,168
"LACHAPELLE SOUS ROUGEMONT","90360","42 Rue du GÃ©nÃ©ral de Gaulle 90360 LACHAPELLE SOUS ROUGEMONT",7.014313,47.710232,"G",,,,,"90",178,82,168
"CHATENOIS LES FORGES","90700","2 Rue de la Goutte 90700 CHATENOIS LES FORGES",6.849493,47.552474,"G",,,,,"90",178,82,168
"FRESNE ST MAMES","70130","53 Avenue des Peupliers 70130 FRESNE ST MAMES",5.851048,47.553898,"G",,,,,"70",399,249,134
"DAMPIERRE SUR SALON","70180","37 bis Rue Carnot 70180 DAMPIERRE SUR SALON",5.682126,47.558312,"G",,,,,"70",399,249,134
"ST LOUP SUR SEMOUSE","70800","47 Avenue Albert Thomas 70800 ST LOUP SUR SEMOUSE",6.286188,47.882718,"G",,,,,"70",399,249,134
"LUXEUIL LES BAINS","70300","2 Rue du MarÃ©chal Leclerc 70300 LUXEUIL LES BAINS",6.363786,47.818669,"G",,,,,"70",399,249,134
"FAUCOGNEY ET LA MER","70310","13 Rue des Chars 70310 FAUCOGNEY ET LA MER",6.561435,47.836981,"G",,,,,"70",399,249,134
"VITREY SUR MANCE","70500","44 Rue AngÃ¨le Kiche 70500 VITREY SUR MANCE",5.75921,47.8132,"G",,,,,"70",399,249,134
"SCEY SUR SAONE ET ST ALBIN","70360","2 Rue du Bourg 70360 SCEY SUR SAONE ET ST ALBIN",5.971714,47.664379,"G",,,,,"70",399,249,134
"PORT SUR SAONE","70170","11 Avenue de la Gare 70170 PORT SUR SAONE",6.050467,47.688913,"G",,,,,"70",399,249,134
"NOROY LE BOURG","70000","2 Faubourg de Cour 70000 NOROY LE BOURG",6.30811,47.613266,"G",,,,,"70",399,249,134
"ST LAURENT EN GRANDVAUX","39150","21 Rue du Coin-d'Amont 39150 ST LAURENT EN GRANDVAUX",5.956782,46.578384,"G",,,,,"39",507,259,148
"MOIRANS EN MONTAGNE","39260","1 Rue de Franche-ComtÃ© 39260 MOIRANS EN MONTAGNE",5.720013,46.439305,"G",,,,,"39",507,259,148
"ST CLAUDE","39200","26 bis Avenue de la Gare 39200 ST CLAUDE",5.860676,46.390012,"G",,,,,"39",507,259,148
"MONT SOUS VAUDREY","39380","1 Rue du Malvernois 39380 MONT SOUS VAUDREY",5.602109,46.976042,"G",,,,,"39",507,259,148
"SALINS LES BAINS","39110","7 Route de BlÃ©gny 39110 SALINS LES BAINS",5.888317,46.928884,"G",,,,,"39",507,259,148
"FONCINE LE HAUT","39460","5 Grande Rue 39460 FONCINE LE HAUT",6.067615,46.656819,"G",,,,,"39",507,259,148
"ST JULIEN","39320","320 Route de Bourg 39320 ST JULIEN",5.452459,46.390753,"G",,,,,"39",507,259,148
"ST AMOUR","39160","2 Rue Lamartine 39160 ST AMOUR",5.343924,46.437978,"G",,,,,"39",507,259,148
"CLAIRVAUX LES LACS","39130","2 Rue de la SolidaritÃ© 39130 CLAIRVAUX LES LACS",5.745478,46.582007,"G",,,,,"39",507,259,148
"LONS LE SAUNIER","39000","Quartier Bouffez 51 Avenue Camille Prost 39000 LONS LE SAUNIER",5.570772,46.670686,"G",,,,,"39",507,259,148
"LES HOPITAUX NEUFS","25370","38 Route de Lausanne 25370 LES HOPITAUX NEUFS",6.377565,46.774079,"G",,,,,"25",513,333,769
"SANCEY LE GRAND","25430","1 Rue Sous-les-ChÃªnes 25430 SANCEY LE GRAND",6.582757,47.294104,"G",,,,,"25",513,333,769
"PIERREFONTAINE LES VARANS","25510","23 Grande Rue 25510 PIERREFONTAINE LES VARANS",6.541803,47.217041,"G",,,,,"25",513,333,769
"ORCHAMPS VENNES","25390","4 Route de Longemaison 25390 ORCHAMPS VENNES",6.511193,47.104785,"G",,,,,"25",513,333,769
"L ISLE SUR LE DOUBS","25250","4 Rue des PrÃ©s-Verts 25250 L ISLE SUR LE DOUBS",6.588283,47.447722,"G",,,,,"25",513,333,769
"BAUME LES DAMES","25110","1 Promenade du Breuil 25110 BAUME LES DAMES",6.359411,47.349867,"G",,,,,"25",513,333,769
"ST HIPPOLYTE","25190","4 Rue du Clos des Fourches 25190 ST HIPPOLYTE",6.812481,47.317765,"G",,,,,"25",513,333,769
"PONT DE ROIDE","25150","28 Rue des Bouleaux 25150 PONT DE ROIDE",6.770211,47.390507,"G",,,,,"25",513,333,769
"ST VIT","25410","16 Rue des Belles OuvriÃ¨res 25410 ST VIT",5.825756,47.186335,"G",,,,,"25",513,333,769
"FLOGNY LA CHAPELLE","89360","3 Route Nationale 89360 FLOGNY LA CHAPELLE",3.875579,47.951268,"G",,,,,"89",587,321,573
"ANCY LE FRANC","89160","73 Grande Rue 89160 ANCY LE FRANC",4.159902,47.776323,"G",,,,,"89",587,321,573
"VILLENEUVE SUR YONNE","89500","1 Rue de Braubach 89500 VILLENEUVE SUR YONNE",3.296258,48.088142,"G",,,,,"89",587,321,573
"ST VALERIEN","89150","3 Route de Sens 89150 ST VALERIEN",3.099438,48.178861,"G",,,,,"89",587,321,573
"ST JULIEN DU SAULT","89330","2 Rue de la RÃ©sistance 89330 ST JULIEN DU SAULT",3.288539,48.032108,"G",,,,,"89",587,321,573
"PONT SUR YONNE","89140","11 Avenue du MarÃ©chal Leclerc 89140 PONT SUR YONNE",3.213652,48.282913,"G",,,,,"89",587,321,573
"ST FARGEAU","89170","Rue du Moulin-de-l'Arche 89170 ST FARGEAU",3.067512,47.641978,"G",,,,,"89",587,321,573
"AILLANT SUR THOLON","89110","30 Route de Joigny 89110 AILLANT SUR THOLON",3.351697,47.881385,"G",,,,,"89",587,321,573
"QUARRE LES TOMBES","89630","26 bis Rue de l'Etang 89630 QUARRE LES TOMBES",3.997452,47.374063,"G",,,,,"89",587,321,573
"L ISLE SUR SEREIN","89440","Avenue de la Gare 89440 L ISLE SUR SEREIN",4.021118,47.586189,"G",,,,,"89",587,321,573
"ST FLORENTIN","89600","4 Rue Charles Gounod 89600 ST FLORENTIN",3.724108,47.998935,"G",,,,,"89",587,321,573
"LIGNY LE CHATEL","89144","1 Rue des Moulins 89144 LIGNY LE CHATEL",3.756747,47.89956,"G",,,,,"89",587,321,573
"COURSON LES CARRIERES","89560","Route de Druyes 89560 COURSON LES CARRIERES",3.496637,47.610401,"G",,,,,"89",587,321,573
"COULANGES SUR YONNE","89480","21 Rue du Docteur Collinot 89480 COULANGES SUR YONNE",3.541174,47.524878,"G",,,,,"89",587,321,573
"COULANGES LA VINEUSE","89580","2 Rue de Vincelles 89580 COULANGES LA VINEUSE",3.5849,47.701318,"G",,,,,"89",587,321,573
"ST LEGER SUR DHEUNE","71510","9 Clos Gatosse 71510 ST LEGER SUR DHEUNE",4.639459,46.845508,"G",,,,,"71",730,415,607
"PERRECY LES FORGES","71420","1 Rue du 8 Mai 1945 71420 PERRECY LES FORGES",4.213761,46.617355,"G",,,,,"71",730,415,607
"MONT ST VINCENT","71300","Le bourg 71300 MONT ST VINCENT",4.497034,46.65734,"G",,,,,"71",730,415,607
"ST GERMAIN DU BOIS","71330","Le bourg 71330 ST GERMAIN DU BOIS",5.241766,46.743427,"G",,,,,"71",730,415,607
"PIERRE DE BRESSE","71270","8 Rue du Stade 71270 PIERRE DE BRESSE",5.268046,46.88406,"G",,,,,"71",730,415,607
"MONTPONT EN BRESSE","71470","Le bourg 71470 MONTPONT EN BRESSE",5.198723,46.545845,"G",,,,,"71",730,415,607
"BEAUREPAIRE EN BRESSE","71580","130 Route de la Bresse 71580 BEAUREPAIRE EN BRESSE",5.397353,46.668245,"G",,,,,"71",730,415,607
"ISSY L EVEQUE","71760","Route de Grury 71760 ISSY L EVEQUE",3.969305,46.706752,"G",,,,,"71",730,415,607
"BOURBON LANCY","71140","11 Rue Max Boirot 71140 BOURBON LANCY",3.76419,46.625287,"G",,,,,"71",730,415,607
"ST BONNET DE JOUX","71220","Route de Charolles 71220 ST BONNET DE JOUX",4.432747,46.480647,"G",,,,,"71",730,415,607
"VERDUN SUR LE DOUBS","71350","17 Avenue du Pont-National 71350 VERDUN SUR LE DOUBS",5.022409,46.895562,"G",,,,,"71",730,415,607
"ST MARTIN EN BRESSE","71620","13 Rue des Combes 71620 ST MARTIN EN BRESSE",5.062616,46.815265,"G",,,,,"71",730,415,607
"ST GERMAIN DU PLAIN","71370","7 Rue des ChÃªnes-Rouges 71370 ST GERMAIN DU PLAIN",4.984222,46.704428,"G",,,,,"71",730,415,607
"LUCENAY L EVEQUE","71540","Le bourg 71540 LUCENAY L EVEQUE",4.261476,47.086275,"G",,,,,"71",730,415,607
"ST GENGOUX LE NATIONAL","71460","3 Avenue de la Gare 71460 ST GENGOUX LE NATIONAL",4.66633,46.611343,"G",,,,,"71",730,415,607
"DOMPIERRE LES ORMES","71520","57 Rue de la Gendarmerie 71520 DOMPIERRE LES ORMES",4.483342,46.354491,"G",,,,,"71",730,415,607
"ST AMAND EN PUISAYE","58310","58 Route de Cosne 58310 ST AMAND EN PUISAYE",3.068511,47.528625,"G",,,,,"58",401,230,116
"POUILLY SUR LOIRE","58150","Rue d'Antibes 58150 POUILLY SUR LOIRE",2.987703,47.255667,"G",,,,,"58",401,230,116
"LA CHARITE SUR LOIRE","58400","94 Avenue du MarÃ©chal Leclerc 58400 LA CHARITE SUR LOIRE",3.015769,47.189578,"G",,,,,"58",401,230,116
"COSNE COURS SUR LOIRE","58200","52 Rue des Trois Ponts 58200 COSNE COURS SUR LOIRE",2.938863,47.402128,"G",,,,,"58",401,230,116
"BRINON SUR BEUVRON","58420","17 Rue du PÃ¨re Castor 58420 BRINON SUR BEUVRON",3.491369,47.283849,"G",,,,,"58",401,230,116
"MOULINS ENGILBERT","58290","5 Avenue Jules Miot 58290 MOULINS ENGILBERT",3.806202,46.988892,"G",,,,,"58",401,230,116
"MONTSAUCHE LES SETTONS","58230","Avenue du Docteur Charles Monot 58230 MONTSAUCHE LES SETTONS",4.039294,47.211404,"G",,,,,"58",401,230,116
"CHATILLON EN BAZOIS","58110","Quartier des Vignes 58110 CHATILLON EN BAZOIS",3.657733,47.057523,"G",,,,,"58",401,230,116
"CERCY LA TOUR","58340","22 bis Route de ChÃ¢tillon-en-Bazois 58340 CERCY LA TOUR",3.655128,46.874437,"G",,,,,"58",401,230,116
"CHATEAU CHINON VILLE","58120","4 Place des Martyrs de la RÃ©sistance 58120 CHATEAU CHINON VILLE",3.933402,47.057354,"G",,,,,"58",401,230,116
"ST SAULGE","58330","Place de l'HÃ´tel-de-Ville 58330 ST SAULGE",3.512334,47.102916,"G",,,,,"58",401,230,116
"ST PIERRE LE MOUTIER","58240","2 Route du Stade Lieu-dit La Chaume Champierre 58240 ST PIERRE LE MOUTIER",3.117962,46.798204,"G",,,,,"58",401,230,116
"ST BENIN D AZY","58270","Avenue Pierre Petit 58270 ST BENIN D AZY",3.393675,46.999806,"G",,,,,"58",401,230,116
"SEMUR EN AUXOIS","21140","Avenue Pasteur 21140 SEMUR EN AUXOIS",4.343923,47.494106,"G",,,,,"21",590,325,929
