"long","lat","Type","Adresse","CP","Ville","nDept","nReg","Effectif"
"2.7","50.633333","PM","","59253","LA GORGUE","59","31","2"
"3.066667","50.65","PM","","59110","LA MADELEINE","59","31","19"
"3.483333","50.35","PM","","59174","LA SENTINELLE","59","31","2"
"3.033333","50.65","PM","","59130","LAMBERSART","59","31","16"
"3.633333","50.25","PM","","59530","LE QUESNOY","59","31","1"
"3.25","50.683333","PM","","59115","LEERS","59","31","4"
"2.466667","51.033333","PM","","59495","LEFFRINCKOUCKE","59","31","3"
"3.116667","50.583333","PM","","59810","LESQUIN","59","31","2"
"3.116667","50.616667","PM","","59260","LEZENNES","59","31","1"
"3.35","50.266667","PM","","59111","LIEU-SAINT-AMAND","59","31","1"
"3.066667","50.633333","PM","","59800","LILLE","59","31","142"
"3.016667","50.616667","PM","","59120","LOOS","59","31","15"
"3.633333","50.233333","PM","","59530","LOUVIGNIES-QUESNOY","59","31","1"
"3.966667","50.266667","PM","","59720","LOUVROIL","59","31","1"
"3.483333","50.3","PM","","59233","MAING","59","31","1"
"3.083333","50.666667","PM","","59700","MARCQ-EN-BAROEUL","59","31","24"
"3.416667","50.05","PM","","59238","MARETZ","59","31","1"
"3.55","50.35","PM","","59770","MARLY","59","41","4"
"3.55","50.35","PM","","59770","MARLY","59","41","4"
"3.55","50.35","PM","","59770","MARLY","59","31","4"
"3.966667","50.283333","PM","","59600","MAUBEUGE","59","31","32"
"2.633333","50.633333","PM","","59660","MERVILLE","59","73","6"
"2.633333","50.633333","PM","","59660","MERVILLE","59","73","6"
"2.633333","50.633333","PM","","59660","MERVILLE","59","31","6"
"3.133333","50.7","PM","","59420","MOUVAUX","59","31","4"
"2.833333","50.7","PM","","59850","NIEPPE","59","31","4"
"3.433333","50.35","PM","","59195","OISY","59","31","1"
"3.433333","50.35","PM","","59195","OISY","59","22","1"
"3.433333","50.35","PM","","59195","OISY","59","22","1"
"3.433333","50.35","PM","","59195","OISY","59","26","1"
"3.433333","50.35","PM","","59195","OISY","59","26","1"
"3.6","50.383333","PM","","59264","ONNAING","59","31","3"
"3.233333","50.466667","PM","","59310","ORCHIES","59","31","3"
"3.033333","50.45","PM","","59162","OSTRICOURT","59","31","2"
"3.016667","50.516667","PM","","59133","PHALEMPIN","59","31","1"
"3.6","50.2","PM","","59218","POIX-DU-NORD","59","31","1"
"3.833333","50.216667","PM","","59138","PONT-SUR-SAMBRE","59","31","1"
"3.2","50.166667","PM","","59267","PROVILLE","59","31","1"
"2.916667","50.516667","PM","","59185","PROVIN","59","31","1"
"3.083333","50.433333","PM","","59283","RAIMBEAUCOURT","59","31","1"
"3.483333","50.383333","PM","","59590","RAISMES","59","31","2"
"3.333333","50.3","PM","","59172","ROEULX","59","31","1"
"3.1","50.6","PM","","59790","RONCHIN","59","31","8"
"3.116667","50.75","PM","","59223","RONCQ","59","31","5"
"3.083333","50.416667","PM","","59286","ROOST-WARENDIN","59","31","3"
"3.166667","50.7","PM","","59100","ROUBAIX","59","31","66"
"2.9","50.55","PM","","59184","SAINGHIN-EN-WEPPES","59","31","3"
"4","50.1","PM","","59177","SAINS-DU-NORD","59","31","1"
"3.55","50.366667","PM","","59880","SAINT-SAULVE","59","31","6"
"2.95","50.6","PM","","59211","SANTES","59","31","2"
"3.033333","50.55","PM","","59113","SECLIN","59","31","6"
"3.5","50.183333","PM","","59730","SOLESMES","59","31","1"
"3.5","50.183333","PM","","59730","SOLESMES","59","52","1"
"3.5","50.183333","PM","","59730","SOLESMES","59","52","1"
"3.05","50.566667","PM","","59175","TEMPLEMARS","59","31","1"
"3.166667","50.533333","PM","","59242","TEMPLEUVE","59","31","2"
"3.05","50.483333","PM","","59239","THUMERIES","59","31","6"
"3.15","50.716667","PM","","59200","TOURCOING","59","31","52"
"3.533333","50.35","PM","","59300","VALENCIENNES","59","31","49"
"3.141667","50.683333","PM","","59491","VILLENEUVE-D'ASCQ","59","31","19"
"3.05","50.683333","PM","","59118","WAMBRECHIES","59","31","4"
"3.15","50.666667","PM","","59290","WASQUEHAL","59","31","4"
"3.05","50.583333","PM","","59139","WATTIGNIES","59","31","2"
"3.216667","50.7","PM","","59150","WATTRELOS","59","31","32"
"2.916667","50.566667","PM","","59136","WAVRIN","59","31","3"
"2.383333","49.383333","PM","","60600","AGNETZ","60","22","1"
"2.116667","49.2","PM","","60110","AMBLAINVILLE","60","22","1"
"2.166667","49.25","PM","","60570","ANDEVILLE","60","22","2"
"2.4","49.566667","PM","","60120","ANSAUVILLERS","60","22","1"
"2","49.366667","PM","","60390","AUNEUIL","60","22","1"
"2.083333","49.433333","PM","","60155","BEAUVAIS","60","22","54"
"2.233333","49.366667","PM","","60370","BERTHECOURT","60","22","1"
"2.35","49.166667","PM","","60820","BORAN-SUR-OISE","60","22","2"
"2.216667","49.2","PM","","60540","BORNEL","60","22","2"
"2.25","49.416667","PM","","60510","BRESLES","60","22","1"
"2.3","49.633333","PM","","60120","BRETEUIL","60","23","4"
"2.3","49.633333","PM","","60120","BRETEUIL","60","23","4"
"2.3","49.633333","PM","","60120","BRETEUIL","60","22","4"
"2.45","49.383333","PM","","60600","BREUIL-LE-SEC","60","22","2"
"2.433333","49.366667","PM","","60600","BREUIL-LE-VERT","60","22","2"
"3.016667","49.516667","PM","","60170","CARLEPONT","60","22","1"
"2.45","49.316667","PM","","60290","CAUFFRY","60","22","1"
"2.25","49.166667","PM","","60230","CHAMBLY","60","22","4"
"2.466667","49.2","PM","","60500","CHANTILLY","60","22","16"
"2.533333","49.133333","PM","","60520","LA CHAPELLE-EN-SERVAL","60","22","1"
"1.883333","49.266667","PM","","60240","CHAUMONT-EN-VEXIN","60","22","2"
"2.883333","49.433333","PM","","60750","CHOISY-AU-BAC","60","22","2"
"2.833333","49.45","PM","","60200","CLAIROIX","60","22","2"
"2.4","49.383333","PM","","60600","CLERMONT","60","22","5"
"2.4","49.383333","PM","","60600","CLERMONT","60","82","5"
"2.4","49.383333","PM","","60600","CLERMONT","60","82","5"
"2.4","49.383333","PM","","60600","CLERMONT","60","72","5"
"2.4","49.383333","PM","","60600","CLERMONT","60","72","5"
"2.4","49.383333","PM","","60600","CLERMONT","60","73","5"
"2.4","49.383333","PM","","60600","CLERMONT","60","73","5"
"2.483333","49.266667","PM","","60100","CREIL","60","22","16"
"2.433333","49.4","PM","","60600","FITZ-JAMES","60","22","1"
"1.733333","49.65","PM","","60220","FORMERIE","60","22","1"
"2.416667","49.183333","PM","","60270","GOUVIEUX","60","22","1"
"2.25","49.366667","PM","","60370","HERMES","60","22","1"
"2.783333","49.35","PM","","60610","LACROIX-SAINT-OUEN","60","22","3"
"2.75","49.083333","PM","","60330","LAGNY-LE-SEC","60","22","0"
"2.45","49.3","PM","","60290","LAIGNEVILLE","60","22","0"
"2.433333","49.15","PM","","60260","LAMORLAYE","60","22","9"
"2.466667","49.333333","PM","","60140","LIANCOURT","60","22","2"
"2.866667","49.466667","PM","","60150","LONGUEIL-ANNEL","60","22","2"
"3.066667","49.133333","PM","","60890","MAREUIL-SUR-OURCQ","60","22","0"
"2.283333","49.183333","PM","","60530","LE MESNIL-EN-THELLE","60","22","1"
"2.733333","49.366667","PM","","60880","LE MEUX","60","22","1"
"2.316667","49.316667","PM","","60250","MOUY","60","22","2"
"3","49.65","PM","","60640","MUIRANCOURT","60","22","0"
"2.283333","49.216667","PM","","60530","NEUILLY-EN-THELLE","60","22","2"
"2.2","49.333333","PM","","60430","NOAILLES","60","73","1"
"2.2","49.333333","PM","","60430","NOAILLES","60","73","1"
"2.2","49.333333","PM","","60430","NOAILLES","60","22","1"
"2.2","49.333333","PM","","60430","NOAILLES","60","74","1"
"2.2","49.333333","PM","","60430","NOAILLES","60","74","1"
"2.466667","49.266667","PM","","60180","NOGENT-SUR-OISE","60","22","8"
"3","49.583333","PM","","60400","NOYON","60","22","18"
"2.516667","49.133333","PM","","60560","ORRY-LA-VILLE","60","22","2"
"2.583333","49.1","PM","","60128","PLAILLY","60","22","1"
"2.766667","49.1","PM","","60330","LE PLESSIS-BELLEVILLE","60","22","4"
"2.9","49.466667","PM","","60150","LE PLESSIS-BRION","60","22","1"
"2.6","49.3","PM","","60700","PONT-SAINTE-MAXENCE","60","22","12"
"2.433333","49.333333","PM","","60290","RANTIGNY","60","22","1"
"2.583333","49.2","PM","","60300","SENLIS","60","22","17"
"2.583333","49.2","PM","","60300","SENLIS","60","31","17"
"2.583333","49.2","PM","","60300","SENLIS","60","31","17"
"2.8","49.1","PM","","60330","SILLY-LE-LONG","60","22","0"
"1.783333","49.45","PM","","60850","SAINT-GERMER-DE-FLY","60","22","0"
"2.416667","49.216667","PM","","60340","SAINT-LEU-D'ESSERENT","60","22","3"
"2.45","49.216667","PM","","60740","SAINT-MAXIMIN","60","91","2"
"2.45","49.216667","PM","","60740","SAINT-MAXIMIN","60","91","2"
"2.45","49.216667","PM","","60740","SAINT-MAXIMIN","60","22","2"
"2.45","49.216667","PM","","60740","SAINT-MAXIMIN","60","82","2"
"2.45","49.216667","PM","","60740","SAINT-MAXIMIN","60","82","2"
"2.783333","49.316667","PM","","60320","SAINT-SAUVEUR","60","43","1"
"2.783333","49.316667","PM","","60320","SAINT-SAUVEUR","60","43","1"
"2.783333","49.316667","PM","","60320","SAINT-SAUVEUR","60","54","1"
"2.783333","49.316667","PM","","60320","SAINT-SAUVEUR","60","54","1"
"2.783333","49.316667","PM","","60320","SAINT-SAUVEUR","60","41","1"
"2.783333","49.316667","PM","","60320","SAINT-SAUVEUR","60","41","1"
"2.783333","49.316667","PM","","60320","SAINT-SAUVEUR","60","93","1"
"2.783333","49.316667","PM","","60320","SAINT-SAUVEUR","60","93","1"
"2.783333","49.316667","PM","","60320","SAINT-SAUVEUR","60","26","1"
"2.783333","49.316667","PM","","60320","SAINT-SAUVEUR","60","26","1"
"2.783333","49.316667","PM","","60320","SAINT-SAUVEUR","60","73","1"
"2.783333","49.316667","PM","","60320","SAINT-SAUVEUR","60","73","1"
"2.783333","49.316667","PM","","60320","SAINT-SAUVEUR","60","72","1"
"2.783333","49.316667","PM","","60320","SAINT-SAUVEUR","60","72","1"
"2.783333","49.316667","PM","","60320","SAINT-SAUVEUR","60","53","1"
"2.783333","49.316667","PM","","60320","SAINT-SAUVEUR","60","53","1"
"2.783333","49.316667","PM","","60320","SAINT-SAUVEUR","60","72","1"
"2.783333","49.316667","PM","","60320","SAINT-SAUVEUR","60","72","1"
"2.783333","49.316667","PM","","60320","SAINT-SAUVEUR","60","22","1"
"2.783333","49.316667","PM","","60320","SAINT-SAUVEUR","60","22","1"
"2.783333","49.316667","PM","","60320","SAINT-SAUVEUR","60","82","1"
"2.783333","49.316667","PM","","60320","SAINT-SAUVEUR","60","82","1"
"2.783333","49.316667","PM","","60320","SAINT-SAUVEUR","60","22","1"
"2.433333","49.25","PM","","60160","THIVERNY","60","22","2"
"2.883333","49.483333","PM","","60150","THOUROTTE","60","22","2"
"3","49.466667","PM","","60170","TRACY-LE-MONT","60","22","1"
"2.583333","49.566667","PM","","60420","TRICOT","60","22","1"
"2.966667","49.4","PM","","60350","TROSLY-BREUIL","60","22","0"
"2.8","49.416667","PM","","60200","VENETTE","60","22","2"
"2.733333","49.316667","PM","","60410","VERBERIE","60","22","1"
"2.516667","49.283333","PM","","60550","VERNEUIL-EN-HALATTE","60","22","2"
"2.4","49.216667","PM","","60340","VILLERS-SOUS-SAINT-LEU","60","22","1"
"2.483333","49.283333","PM","","60870","VILLERS-SAINT-PAUL","60","22","3"
"-0.016667","48.75","PM","","61200","ARGENTAN","61","25","7"
"-0.65","48.6","PM","","61700","DOMFRONT","61","22","1"
"-0.65","48.6","PM","","61700","DOMFRONT","61","22","1"
"-0.65","48.6","PM","","61700","DOMFRONT","61","25","1"
"0.633333","48.75","PM","","61300","L'AIGLE","61","25","4"
"0.75","48.533333","PM","","61290","LONGNY-AU-PERCHE","61","25","1"
"0.55","48.516667","PM","","61400","MORTAGNE-AU-PERCHE","61","25","3"
"-0.733333","48.766667","PM","","61800","TINCHEBRAY","61","25","1"
"0.2","48.916667","PM","","61120","VIMOUTIERS","61","25","1"
"2.766667","50.266667","PM","","62217","ACHICOURT","62","31","1"
"2.783333","50.283333","PM","","62000","ARRAS","62","31","23"
"2.85","50.1","PM","","62450","BAPAUME","62","31","1"
"2.783333","50.266667","PM","","62217","BEAURAINS","62","31","1"
"2.95","50.3","PM","","62118","BIACHE-SAINT-VAAST","62","31","1"
"2.316667","50.5","PM","","62134","FIEFS","62","31","1"
"2.3","50.333333","PM","","62130","HAUTECLOQUE","62","31","1"
"2.766667","50.3","PM","","62223","SAINTE-CATHERINE","62","82","2"
"2.766667","50.3","PM","","62223","SAINTE-CATHERINE","62","82","2"
"2.766667","50.3","PM","","62223","SAINTE-CATHERINE","62","83","2"
"2.766667","50.3","PM","","62223","SAINTE-CATHERINE","62","83","2"
"2.766667","50.3","PM","","62223","SAINTE-CATHERINE","62","31","2"
"2.333333","50.383333","PM","","62130","SAINT-POL-SUR-TERNOISE","62","31","4"
"2.466667","50.5","PM","","62260","AUCHEL","62","31","2"
"2.866667","50.516667","PM","","62138","BILLY-BERCLAU","62","31","2"
"2.733333","50.55","PM","","62149","FESTUBERT","62","31","0"
"2.45","50.616667","PM","","62330","ISBERGUES","62","31","1"
"2.483333","50.566667","PM","","62190","LILLERS","62","31","2"
"2.666667","50.483333","PM","","62290","NOEUX-LES-MINES","62","31","1"
"2.766667","50.65","PM","","62840","SAILLY-SUR-LA-LYS","62","31","1"
"1.65","50.65","PM","","62360","CONDETTE","62","31","2"
"1.6","50.583333","PM","","62187","DANNES","62","31","1"
"1.833333","50.666667","PM","","62240","DESVRES","62","31","3"
"1.566667","50.7","PM","","62480","LE PORTEL","62","31","8"
"1.7","50.816667","PM","","62250","MARQUISE","62","31","1"
"1.65","50.616667","PM","","62152","NESLES","62","31","1"
"1.583333","50.7","PM","","62230","OUTREAU","62","31","4"
"1.733333","50.8","PM","","62720","RINXENT","62","31","1"
"1.633333","50.716667","PM","","62280","SAINT-MARTIN-BOULOGNE","62","31","4"
"1.75","50.633333","PM","","62830","SAMER","62","31","2"
"1.616667","50.766667","PM","","62930","WIMEREUX","62","31","6"
"1.633333","50.766667","PM","","62126","WIMILLE","62","31","2"
"1.666667","50.883333","PM","","62179","WISSANT","62","31","1"
"1.8","50.833333","PM","","62132","CAFFIERS","62","31","1"
"1.833333","50.95","PM","","62100","CALAIS","62","31","28"
"1.95","50.95","PM","","62730","MARCK","62","31","2"
"2.7","50.416667","PM","","62160","AIX-NOULETTE","62","31","1"
"2.716667","50.433333","PM","","62160","BULLY-LES-MINES","62","31","5"
"2.966667","50.483333","PM","","62220","CARVIN","62","31","5"
"2.983333","50.433333","PM","","62119","DOURGES","62","31","1"
"2.916667","50.383333","PM","","62320","DROCOURT","62","31","1"
"2.916667","50.383333","PM","","62320","DROCOURT","62","11","1"
"2.916667","50.383333","PM","","62320","DROCOURT","62","11","1"
"2.9","50.45","PM","","62440","HARNES","62","31","8"
"2.833333","50.433333","PM","","62300","LENS","62","31","12"
"3.016667","50.483333","PM","","62820","LIBERCOURT","62","31","2"
"2.7","50.466667","PM","","62670","MAZINGARBE","62","31","1"
"2.883333","50.5","PM","","62410","MEURCHIN","62","31","2"
"2.933333","50.433333","PM","","62640","MONTIGNY-EN-GOHELLE","62","31","1"
"2.983333","50.416667","PM","","62950","NOYELLES-GODAULT","62","31","2"
"2.983333","50.466667","PM","","62590","OIGNIES","62","31","3"
"2.866667","50.466667","PM","","62880","VENDIN-LE-VIEIL","62","31","1"
"2.85","50.483333","PM","","62410","WINGLES","62","31","7"
"2.033333","50.366667","PM","","62140","HESDIN","62","31","3"
"2.1","50.383333","PM","","62770","LE PARCQ","62","31","1"
"2.05","50.333333","PM","","62140","LE QUESNOY-EN-ARTOIS","62","31","1"
"1.833333","50.45","PM","","62170","BRIMEUX","62","31","0"
"1.764166","50.464444","PM","","62170","MONTREUIL","62","52","3"
"1.764166","50.464444","PM","","62170","MONTREUIL","62","52","3"
"1.764166","50.464444","PM","","62170","MONTREUIL","62","31","3"
"1.764166","50.464444","PM","","62170","MONTREUIL","62","11","3"
"1.764166","50.464444","PM","","62170","MONTREUIL","62","11","3"
"1.764166","50.464444","PM","","62170","MONTREUIL","62","24","3"
"1.764166","50.464444","PM","","62170","MONTREUIL","62","24","3"
"1.966667","50.4","PM","","62990","CONTES","62","31","1"
"1.966667","50.4","PM","","62990","CONTES","62","93","1"
"1.966667","50.4","PM","","62990","CONTES","62","93","1"
"1.866667","50.566667","PM","","62650","PREURES","62","31","0"
"1.583333","50.516667","PM","","62520","LE TOUQUET-PARIS-PLAGE","62","31","16"
"1.616667","50.45","PM","","62155","MERLIMONT","62","31","1"
"1.616667","50.566667","PM","","62176","CAMIERS","62","31","1"
"2.133333","50.516667","PM","","62310","FRUGES","62","31","2"
"1.9","50.566667","PM","","62650","HUCQUELIERS","62","31","1"
"1.616667","50.483333","PM","","62780","CUCQ","62","31","2"
"1.983333","50.85","PM","","62610","ARDRES","62","31","3"
"2.233333","50.733333","PM","","62219","LONGUENESSE","62","31","3"
"2.133333","50.7","PM","","62380","LUMBRES","62","31","1"
"2.05","50.983333","PM","","62215","OYE-PLAGE","62","31","2"
"2.25","50.75","PM","","62500","SAINT-OMER","62","25","8"
"2.25","50.75","PM","","62500","SAINT-OMER","62","25","8"
"2.25","50.75","PM","","62500","SAINT-OMER","62","31","8"
"2.233333","50.716667","PM","","62570","WIZERNES","62","31","1"
"3.2","46.016667","PM","","63260","AIGUEPERSE","63","83","2"
"3.2","46.016667","PM","","63260","AIGUEPERSE","63","82","2"
"3.2","46.016667","PM","","63260","AIGUEPERSE","63","82","2"
"3.166667","45.8","PM","","63510","AULNAT","63","83","1"
"3.1","45.75","PM","","63110","BEAUMONT","63","26","3"
"3.1","45.75","PM","","63110","BEAUMONT","63","26","3"
"3.1","45.75","PM","","63110","BEAUMONT","63","82","3"
"3.1","45.75","PM","","63110","BEAUMONT","63","82","3"
"3.1","45.75","PM","","63110","BEAUMONT","63","83","3"
"3.1","45.75","PM","","63110","BEAUMONT","63","83","3"
"3.1","45.75","PM","","63110","BEAUMONT","63","83","3"
"3.1","45.75","PM","","63110","BEAUMONT","63","74","3"
"3.1","45.75","PM","","63110","BEAUMONT","63","74","3"
"3.1","45.75","PM","","63110","BEAUMONT","63","73","3"
"3.1","45.75","PM","","63110","BEAUMONT","63","73","3"
"3.1","45.75","PM","","63110","BEAUMONT","63","41","3"
"3.1","45.75","PM","","63110","BEAUMONT","63","41","3"
"3.1","45.75","PM","","63110","BEAUMONT","63","82","3"
"3.1","45.75","PM","","63110","BEAUMONT","63","82","3"
"3.1","45.75","PM","","63110","BEAUMONT","63","54","3"
"3.1","45.75","PM","","63110","BEAUMONT","63","54","3"
"3.35","45.716667","PM","","63160","BILLOM","63","83","1"
"2.75","45.583333","PM","","63150","LA BOURBOULE","63","83","1"
"3.2","45.733333","PM","","63670","LE CENDRE","63","83","1"
"3.066667","45.733333","PM","","63122","CEYRAT","63","83","3"
"3.083333","45.783333","PM","","63000","CLERMONT-FERRAND","63","83","40"
"3.216667","45.75","PM","","63800","COURNON-D'AUVERGNE","63","83","7"
"3.15","45.833333","PM","","63360","GERZAT","63","83","3"
"3.25","45.55","PM","","63500","ISSOIRE","63","83","4"
"3.216667","45.766667","PM","","63370","LEMPDES","63","83","2"
"3.383333","45.833333","PM","","63190","LEZOUX","63","83","1"
"3.1","45.883333","PM","","63200","MOZAC","63","83","1"
"3.016667","45.783333","PM","","63870","ORCINES","63","83","1"
"3.116667","45.9","PM","","63200","RIOM","63","83","7"
"3.133333","45.7","PM","","63670","LA ROCHE-BLANCHE","63","83","1"
"3.133333","45.7","PM","","63670","LA ROCHE-BLANCHE","63","52","1"
"3.133333","45.7","PM","","63670","LA ROCHE-BLANCHE","63","52","1"
"3.1","45.733333","PM","","63540","ROMAGNAT","63","83","3"
"3.05","45.766667","PM","","63130","ROYAT","63","83","3"
"2.816667","46.033333","PM","","63390","SAINT-GERVAIS-D'AUVERGNE","63","83","1"
"3.566667","45.85","PM","","63300","THIERS","63","83","8"
"3.05","45.866667","PM","","63530","VOLVIC","63","83","3"
"-1.533333","43.483333","PM","","64600","ANGLET","64","72","13"
"-0.55","43.4","PM","","64170","ARTIX","64","72","1"
"-0.55","43.4","PM","","64170","ARTIX","64","73","1"
"-0.55","43.4","PM","","64170","ARTIX","64","73","1"
"-0.433333","43.116667","PM","","64260","ARUDY","64","72","1"
"-1.616667","43.35","PM","","64310","ASCAIN","64","72","1"
"-1.483333","43.483333","PM","","64100","BAYONNE","64","72","40"
"-1.566667","43.483333","PM","","64200","BIARRITZ","64","72","29"
"-1.583333","43.433333","PM","","64210","BIDART","64","72","3"
"-0.35","43.283333","PM","","64320","BIZANOS","64","72","1"
"-1.5","43.533333","PM","","64340","BOUCAU","64","72","2"
"-1.4","43.366667","PM","","64250","CAMBO-LES-BAINS","64","72","1"
"-1.666667","43.383333","PM","","64500","CIBOURE","64","72","2"
"-0.391667","42.975","PM","","64440","EAUX-BONNES","64","72","1"
"-0.383333","43.233333","PM","","64290","GAN","64","72","1"
"-1.3","43.383333","PM","","64240","HASPARREN","64","72","1"
"-1.775","43.358333","PM","","64700","HENDAYE","64","72","5"
"-0.416667","42.983333","PM","","64440","LARUNS","64","72","2"
"-0.1","43.45","PM","","64350","LEMBEYE","64","72","1"
"-0.416667","43.333333","PM","","64230","LESCAR","64","72","4"
"-0.4","43.316667","PM","","64140","LONS","64","72","5"
"-0.583333","43.333333","PM","","64360","MONEIN","64","72","1"
"-0.266667","43.35","PM","","64160","MORLAAS","64","72","1"
"-0.6","43.2","PM","","64400","OLORON-SAINTE-MARIE","64","72","4"
"-0.766667","43.483333","PM","","64300","ORTHEZ","64","72","3"
"-0.583333","43.366667","PM","","64150","PARDIES","64","72","1"
"-0.366667","43.3","PM","","64000","PAU","64","72","54"
"-1.583333","43.316667","PM","","64310","SARE","64","72","1"
"-1.666667","43.383333","PM","","64500","SAINT-JEAN-DE-LUZ","64","72","10"
"-1.033333","43.333333","PM","","64120","SAINT-PALAIS","64","72","1"
"-1.033333","43.333333","PM","","64120","SAINT-PALAIS","64","24","1"
"-1.033333","43.333333","PM","","64120","SAINT-PALAIS","64","24","1"
"-1.033333","43.333333","PM","","64120","SAINT-PALAIS","64","72","1"
"-1.033333","43.333333","PM","","64120","SAINT-PALAIS","64","72","1"
"-1.033333","43.333333","PM","","64120","SAINT-PALAIS","64","83","1"
"-1.033333","43.333333","PM","","64120","SAINT-PALAIS","64","83","1"
"-0.35","43.383333","PM","","64121","SERRES-CASTET","64","72","1"
"-1.7","43.358333","PM","","64122","URRUGNE","64","72","2"
"-1.45","43.4","PM","","64480","USTARITZ","64","72","6"
"-0.116667","42.883333","PM","","65110","CAUTERETS","65","73","3"
"0.1","43.25","PM","","65800","AUREILHAN","65","72","1"
"0.1","43.25","PM","","65800","AUREILHAN","65","72","1"
"0.1","43.25","PM","","65800","AUREILHAN","65","73","1"
"0.033333","43.466667","PM","","65700","MAUBOURGUET","65","73","1"
"0.05","43.383333","PM","","65500","VIC-EN-BIGORRE","65","73","2"
"0.383333","43.133333","PM","","65300","LANNEMEZAN","65","73","4"
"0.316667","42.816667","PM","","65170","SAINT-LARY-SOULAN","65","73","6"
"0.225","42.791667","PM","","65170","ARAGNOUET","65","73","2"
"0.166667","43.016667","PM","","65710","CAMPAN","65","73","2"
"0.083333","43.233333","PM","","65000","TARBES","65","73","41"
"0.016667","43.2","PM","","65290","JUILLAN","65","73","1"
"0.05","43.2","PM","","65310","ODOS","65","73","1"
"2.633333","42.45","PM","","66150","ARLES-SUR-TECH","66","91","3"
"3.133333","42.483333","PM","","66650","BANYULS-SUR-MER","66","91","7"
"2.833333","42.7","PM","","66540","BAHO","66","91","1"
"2.816667","42.75","PM","","66390","BAIXAS","66","91","1"
"2.933333","42.733333","PM","","66430","BOMPAS","66","91","6"
"2.933333","42.733333","PM","","66430","BOMPAS","66","73","6"
"2.933333","42.733333","PM","","66430","BOMPAS","66","73","6"
"2.75","42.766667","PM","","66600","CALCE","66","91","1"
"3.007777","42.706666","PM","","66140","CANET-EN-ROUSSILLON","66","91","27"
"2.4","42.533333","PM","","66820","CASTEIL","66","91","1"
"2.95","42.75","PM","","66530","CLAIRA","66","91","1"
"3.083333","42.516667","PM","","66190","COLLIOURE","66","91","8"
"2.966667","42.6","PM","","66200","ELNE","66","91","8"
"2.833333","42.783333","PM","","66600","ESPIRA-DE-L'AGLY","66","91","2"
"2.7","42.766667","PM","","66310","ESTAGEL","66","91","1"
"2.066667","42.466667","PM","","66800","EYNE","66","91","1"
"2.366667","42.566667","PM","","66820","FUILLA","66","91","1"
"1.9","42.466667","PM","","66760","LATOUR-DE-CAROL","66","91","5"
"2.65","42.766667","PM","","66720","LATOUR-DE-FRANCE","66","91","1"
"2.833333","42.516667","PM","","66160","LE BOULOU","66","91","6"
"2.866667","42.466667","PM","","66480","LE PERTHUS","66","91","6"
"2.8","42.683333","PM","","66270","LE SOLER","66","91","7"
"2.45","42.633333","PM","","66500","LOS MASOS","66","91","1"
"2.7","42.7","PM","","66170","MILLAS","66","91","2"
"2.116667","42.516667","PM","","66210","MONT-LOUIS","66","91","2"
"2.966667","42.566667","PM","","66690","PALAU-DEL-VIDRE","66","91","1"
"2.883333","42.683333","PM","","66100","PERPIGNAN","66","91","103"
"2.85","42.75","PM","","66600","PEYRESTORTES","66","91","1"
"2.916667","42.75","PM","","66380","PIA","66","91","6"
"2.866667","42.633333","PM","","66450","POLLESTRES","66","91","1"
"2.816667","42.633333","PM","","66300","PONTEILLA","66","91","1"
"3.116667","42.516667","PM","","66660","PORT-VENDRES","66","91","5"
"2.433333","42.616667","PM","","66500","PRADES","66","73","7"
"2.433333","42.616667","PM","","66500","PRADES","66","73","7"
"2.433333","42.616667","PM","","66500","PRADES","66","83","7"
"2.433333","42.616667","PM","","66500","PRADES","66","83","7"
"2.433333","42.616667","PM","","66500","PRADES","66","73","7"
"2.433333","42.616667","PM","","66500","PRADES","66","73","7"
"2.433333","42.616667","PM","","66500","PRADES","66","91","7"
"2.433333","42.616667","PM","","66500","PRADES","66","82","7"
"2.433333","42.616667","PM","","66500","PRADES","66","82","7"
"2.866667","42.766667","PM","","66600","RIVESALTES","66","91","5"
"3","42.616667","PM","","66750","SAINT-CYPRIEN","66","72","23"
"3","42.616667","PM","","66750","SAINT-CYPRIEN","66","72","23"
"3","42.616667","PM","","66750","SAINT-CYPRIEN","66","74","23"
"3","42.616667","PM","","66750","SAINT-CYPRIEN","66","74","23"
"3","42.616667","PM","","66750","SAINT-CYPRIEN","66","82","23"
"3","42.616667","PM","","66750","SAINT-CYPRIEN","66","82","23"
"3","42.616667","PM","","66750","SAINT-CYPRIEN","66","91","23"
"3","42.616667","PM","","66750","SAINT-CYPRIEN","66","73","23"
"3","42.616667","PM","","66750","SAINT-CYPRIEN","66","73","23"
"2.966667","42.783333","PM","","66510","SAINT-HIPPOLYTE","66","24","2"
"2.966667","42.783333","PM","","66510","SAINT-HIPPOLYTE","66","24","2"
"2.966667","42.783333","PM","","66510","SAINT-HIPPOLYTE","66","54","2"
"2.966667","42.783333","PM","","66510","SAINT-HIPPOLYTE","66","54","2"
"2.966667","42.783333","PM","","66510","SAINT-HIPPOLYTE","66","72","2"
"2.966667","42.783333","PM","","66510","SAINT-HIPPOLYTE","66","72","2"
"2.966667","42.783333","PM","","66510","SAINT-HIPPOLYTE","66","73","2"
"2.966667","42.783333","PM","","66510","SAINT-HIPPOLYTE","66","73","2"
"2.966667","42.783333","PM","","66510","SAINT-HIPPOLYTE","66","42","2"
