CODGEO	REG	DEP	ARR	LIBGEO	P10_POP
23008	74	23	231	Aubusson	3844
23009	74	23	231	Auge	104
23010	74	23	232	Augères	129
23011	74	23	232	Aulon	165
23012	74	23	232	Auriat	125
23013	74	23	231	Auzances	1336
23014	74	23	232	Azat-Châtenet	134
23015	74	23	232	Azerables	924
23016	74	23	231	Banize	159
23017	74	23	231	Basville	174
23018	74	23	232	Bazelat	297
23019	74	23	231	Beissat	34
23020	74	23	231	Bellegarde-en-Marche	409
23021	74	23	232	Bénévent-l'Abbaye	843
23022	74	23	232	Bétête	346
23023	74	23	232	Blaudeix	116
23024	74	23	231	Blessac	523
23025	74	23	232	Bonnat	1305
23026	74	23	232	Bord-Saint-Georges	360
23027	74	23	232	Bosmoreau-les-Mines	249
23028	74	23	231	Bosroger	108
23029	74	23	232	Le Bourg-d'Hem	227
23030	74	23	232	Bourganeuf	2910
23031	74	23	232	Boussac	1353
23032	74	23	232	Boussac-Bourg	783
23033	74	23	232	La Brionne	427
23034	74	23	231	Brousse	25
23035	74	23	231	Budelière	788
23036	74	23	232	Bussière-Dunoise	1073
23037	74	23	231	Bussière-Nouvelle	114
23038	74	23	232	Bussière-Saint-Georges	223
23039	74	23	232	La Celle-Dunoise	608
23040	74	23	232	La Celle-sous-Gouzon	139
23041	74	23	232	La Cellette	273
23042	74	23	232	Ceyroux	127
23043	74	23	231	Chamberaud	101
23044	74	23	232	Chambon-Sainte-Croix	88
23045	74	23	231	Chambon-sur-Voueize	1010
23046	74	23	231	Chambonchard	87
23047	74	23	232	Chamborand	232
23048	74	23	231	Champagnat	440
23049	74	23	232	Champsanglard	228
23050	74	23	232	La Chapelle-Baloue	130
23051	74	23	232	La Chapelle-Saint-Martial	86
23052	74	23	232	La Chapelle-Taillefert	379
23053	74	23	231	Chard	202
23054	74	23	231	Charron	229
23055	74	23	231	Châtelard	33
23056	74	23	232	Châtelus-le-Marcheix	368
23057	74	23	232	Châtelus-Malvaleix	569
23058	74	23	231	Le Chauchet	108
23059	74	23	231	La Chaussade	117
23060	74	23	231	Chavanat	129
23061	74	23	231	Chénérailles	750
23062	74	23	232	Chéniers	557
23063	74	23	231	Clairavaux	153
23064	74	23	232	Clugnat	709
23065	74	23	232	Colondannes	271
23066	74	23	231	Le Compas	207
23067	74	23	231	La Courtine	818
23068	74	23	232	Cressat	570
23069	74	23	231	Crocq	442
23070	74	23	232	Crozant	533
23071	74	23	231	Croze	190
23072	74	23	232	Domeyrot	223
23073	74	23	231	Dontreix	396
23074	74	23	231	Le Donzeil	176
23075	74	23	232	Dun-le-Palestel	1192
23076	74	23	231	Évaux-les-Bains	1457
23077	74	23	231	Faux-la-Montagne	362
23078	74	23	232	Faux-Mazuras	170
23079	74	23	231	Felletin	1867
23080	74	23	231	Féniers	91
23081	74	23	231	Flayat	332
23082	74	23	232	Fleurat	281
23083	74	23	231	Fontanières	263
23084	74	23	232	La Forêt-du-Temple	145
23086	74	23	231	Fransèches	246
23087	74	23	232	Fresselines	603
23088	74	23	232	Gartempe	125
23089	74	23	232	Genouillac	801
23090	74	23	231	Gentioux-Pigerolles	388
23091	74	23	231	Gioux	174
23092	74	23	232	Glénic	610
23093	74	23	232	Gouzon	1511
23095	74	23	232	Le Grand-Bourg	1211
23096	74	23	232	Guéret	13573
23097	74	23	231	Issoudun-Létrieix	299
23098	74	23	232	Jalesches	81
23099	74	23	232	Janaillat	360
23100	74	23	232	Jarnages	519
23101	74	23	232	Jouillat	470
23102	74	23	232	Ladapeyre	346
23103	74	23	232	Lafat	383
23104	74	23	232	Lavaufranche	245
23105	74	23	231	Lavaveix-les-Mines	761
23106	74	23	231	Lépaud	389
23107	74	23	232	Lépinas	171
23108	74	23	232	Leyrat	155
23109	74	23	232	Linard	166
23110	74	23	231	Lioux-les-Monges	50
23111	74	23	232	Lizières	283
23112	74	23	232	Lourdoueix-Saint-Pierre	804
23113	74	23	231	Lupersat	331
23114	74	23	231	Lussat	455
23115	74	23	231	Magnat-l'Étrange	227
23116	74	23	231	Mainsat	610
23117	74	23	232	Maison-Feyne	300
23118	74	23	232	Maisonnisses	205
23119	74	23	231	Malleret	38
23120	74	23	232	Malleret-Boussac	244
23121	74	23	232	Malval	46
23122	74	23	232	Mansat-la-Courrière	87
23123	74	23	231	Les Mars	202
23124	74	23	232	Marsac	679
23125	74	23	231	Le Mas-d'Artige	103
23126	74	23	232	Masbaraud-Mérignat	374
23127	74	23	231	Mautes	229
23128	74	23	232	Mazeirat	137
23129	74	23	231	La Mazière-aux-Bons-Hommes	67
23130	74	23	232	Méasnes	584
23131	74	23	231	Mérinchal	745
23132	74	23	232	Montaigut-le-Blanc	387
23133	74	23	232	Montboucher	360
23134	74	23	231	Le Monteil-au-Vicomte	215
23136	74	23	232	Mortroux	304
23137	74	23	232	Mourioux-Vieilleville	535
23138	74	23	232	Moutier-d'Ahun	157
23139	74	23	232	Moutier-Malcard	545
23140	74	23	231	Moutier-Rozeille	433
23141	74	23	232	Naillat	670
23142	74	23	231	Néoux	299
23143	74	23	232	Noth	519
23144	74	23	231	La Nouaille	251
23145	74	23	231	Nouhant	315
23146	74	23	232	Nouzerines	251
23147	74	23	232	Nouzerolles	104
23148	74	23	232	Nouziers	241
23149	74	23	232	Parsac	591
23150	74	23	232	Peyrabout	139
23151	74	23	231	Peyrat-la-Nonière	474
23152	74	23	232	Pierrefitte	75
23154	74	23	232	Pionnat	763
23155	74	23	232	Pontarion	358
23156	74	23	231	Pontcharraud	79
23157	74	23	232	La Pouge	82
23158	74	23	231	Poussanges	143
23159	74	23	231	Puy-Malsignat	161
23160	74	23	231	Reterre	308
23161	74	23	232	Rimondeix	83
23162	74	23	232	Roches	380
23164	74	23	231	Rougnat	531
23165	74	23	231	Royère-de-Vassivière	561
23166	74	23	232	Sagnat	198
23167	74	23	231	Sannat	389
23168	74	23	232	Sardent	785
23169	74	23	232	La Saunière	645
23170	74	23	232	Savennes	216
23171	74	23	231	Sermur	119
23172	74	23	231	La Serre-Bussière-Vieille	123
23173	74	23	232	Soubrebost	129
23174	74	23	232	Soumans	582
23175	74	23	231	Sous-Parsat	141
23176	74	23	232	La Souterraine	5522
23177	74	23	232	Saint-Agnant-de-Versillat	1139
23178	74	23	231	Saint-Agnant-près-Crocq	208
23179	74	23	231	Saint-Alpinien	300
23180	74	23	231	Saint-Amand	513
23181	74	23	232	Saint-Amand-Jartoudeix	171
23182	74	23	231	Saint-Avit-de-Tardes	188
23183	74	23	231	Saint-Avit-le-Pauvre	73
23184	74	23	231	Saint-Bard	106
23185	74	23	231	Saint-Chabrais	320
23186	74	23	232	Saint-Christophe	130
23187	74	23	231	Saint-Dizier-la-Tour	219
23188	74	23	232	Saint-Dizier-les-Domaines	187
23189	74	23	232	Saint-Dizier-Leyrenne	887
23190	74	23	231	Saint-Domet	166
23191	74	23	232	Saint-Éloi	206
23192	74	23	232	Saint-Étienne-de-Fursac	847
23193	74	23	232	Sainte-Feyre	2302
23194	74	23	231	Sainte-Feyre-la-Montagne	129
23195	74	23	232	Saint-Fiel	948
23196	74	23	231	Saint-Frion	211
23197	74	23	232	Saint-Georges-la-Pouge	349
23198	74	23	231	Saint-Georges-Nigremont	168
23199	74	23	232	Saint-Germain-Beaupré	436
23200	74	23	232	Saint-Goussaud	199
23201	74	23	232	Saint-Hilaire-la-Plaine	209
23202	74	23	232	Saint-Hilaire-le-Château	259
23203	74	23	231	Saint-Julien-la-Genête	241
23204	74	23	231	Saint-Julien-le-Châtel	168
23205	74	23	231	Saint-Junien-la-Bregère	147
23206	74	23	232	Saint-Laurent	646
23207	74	23	232	Saint-Léger-Bridereix	198
23208	74	23	232	Saint-Léger-le-Guérétois	430
23209	74	23	231	Saint-Loup	174
23210	74	23	231	Saint-Maixant	225
23211	74	23	231	Saint-Marc-à-Frongier	367
23212	74	23	231	Saint-Marc-à-Loubaud	137
23213	74	23	232	Saint-Marien	184
23214	74	23	231	Saint-Martial-le-Mont	239
23215	74	23	231	Saint-Martial-le-Vieux	129
23216	74	23	231	Saint-Martin-Château	159
23217	74	23	232	Saint-Martin-Sainte-Catherine	331
23218	74	23	231	Saint-Maurice-près-Crocq	117
23219	74	23	232	Saint-Maurice-la-Souterraine	1206
23220	74	23	231	Saint-Médard-la-Rochette	570
23221	74	23	231	Saint-Merd-la-Breuille	204
23222	74	23	231	Saint-Michel-de-Veisse	168
23223	74	23	231	Saint-Moreil	238
23224	74	23	231	Saint-Oradoux-de-Chirouze	89
23225	74	23	231	Saint-Oradoux-près-Crocq	116
23226	74	23	231	Saint-Pardoux-d'Arnet	163
23227	74	23	231	Saint-Pardoux-Morterolles	218
23228	74	23	231	Saint-Pardoux-le-Neuf	178
23229	74	23	231	Saint-Pardoux-les-Cards	296
23230	74	23	232	Saint-Pierre-Chérignat	184
23231	74	23	232	Saint-Pierre-de-Fursac	794
23232	74	23	231	Saint-Pierre-Bellevue	229
23233	74	23	232	Saint-Pierre-le-Bost	148
23234	74	23	231	Saint-Priest	164
23235	74	23	232	Saint-Priest-la-Feuille	758
23236	74	23	232	Saint-Priest-la-Plaine	246
23237	74	23	232	Saint-Priest-Palus	44
23238	74	23	231	Saint-Quentin-la-Chabanne	359
23239	74	23	232	Saint-Sébastien	694
23240	74	23	232	Saint-Silvain-Bas-le-Roc	498
23241	74	23	231	Saint-Silvain-Bellegarde	210
23242	74	23	232	Saint-Silvain-Montaigut	184
23243	74	23	232	Saint-Silvain-sous-Toulx	153
23244	74	23	232	Saint-Sulpice-le-Dunois	648
23245	74	23	232	Saint-Sulpice-le-Guérétois	2008
23246	74	23	231	Saint-Sulpice-les-Champs	386
23247	74	23	232	Saint-Vaury	1806
23248	74	23	232	Saint-Victor-en-Marche	361
23249	74	23	231	Saint-Yrieix-la-Montagne	218
23250	74	23	232	Saint-Yrieix-les-Bois	300
23251	74	23	231	Tardes	145
23252	74	23	232	Tercillat	166
23253	74	23	232	Thauron	184
23254	74	23	232	Toulx-Sainte-Croix	297
23255	74	23	232	Trois-Fonds	116
23257	74	23	231	Vallière	766
23258	74	23	232	Vareilles	308
23259	74	23	231	Verneiges	101
23260	74	23	232	Vidaillat	169
23261	74	23	231	Viersat	311
23262	74	23	232	Vigeville	150
23263	74	23	232	Villard	346
23264	74	23	231	La Villedieu	43
23265	74	23	231	La Villeneuve	83
23266	74	23	231	La Villetelle	164
24001	72	24	242	Abjat-sur-Bandiat	650
24002	72	24	243	Agonac	1643
24004	72	24	243	Ajat	328
24005	72	24	241	Alles-sur-Dordogne	350
24006	72	24	244	Allas-les-Mines	204
24007	72	24	243	Allemans	578
24008	72	24	242	Angoisse	616
24009	72	24	243	Anlhiac	290
24010	72	24	243	Annesse-et-Beaulieu	1486
24011	72	24	243	Antonne-et-Trigonant	1211
24012	72	24	244	Archignac	340
24013	72	24	243	Atur	1787
24014	72	24	244	Aubas	616
24015	72	24	244	Audrix	290
24016	72	24	242	Augignac	836
24018	72	24	244	Auriac-du-Périgord	419
24019	72	24	243	Azerat	422
24020	72	24	244	La Bachellerie	903
24021	72	24	243	Badefols-d'Ans	471
24022	72	24	241	Badefols-sur-Dordogne	216
24023	72	24	241	Baneuil	345
24024	72	24	241	Bardou	42
24025	72	24	243	Bars	232
24026	72	24	243	Bassillac	1795
24027	72	24	241	Bayac	357
24028	72	24	241	Beaumont-du-Périgord	1115
24029	72	24	243	Beaupouyet	471
24030	72	24	244	Beauregard-de-Terrasson	708
24031	72	24	241	Beauregard-et-Bassac	282
24032	72	24	243	Beauronne	331
24033	72	24	242	Beaussac	185
24034	72	24	241	Beleymas	249
24035	72	24	244	Belvès	1450
24036	72	24	244	Berbiguières	173
24037	72	24	241	Bergerac	27648
24038	72	24	243	Bertric-Burée	421
24039	72	24	244	Besse	154
24040	72	24	244	Beynac-et-Cazenac	532
24041	72	24	244	Bézenac	132
24042	72	24	243	Biras	586
24043	72	24	241	Biron	185
24044	72	24	243	Blis-et-Born	417
24045	72	24	241	Boisse	244
24046	72	24	243	Boisseuilh	119
24047	72	24	243	La Boissière-d'Ans	230
24048	72	24	241	Bonneville-et-Saint-Avit-de-Fumadières	308
24050	72	24	244	Borrèze	341
24051	72	24	241	Bosset	199
24052	72	24	241	Bouillac	125
24053	72	24	243	Boulazac	6606
24054	72	24	241	Bouniagues	517
24055	72	24	243	Bourdeilles	769
24056	72	24	242	Le Bourdeix	252
24057	72	24	243	Bourg-des-Maisons	64
24058	72	24	243	Bourg-du-Bost	240
24059	72	24	243	Bourgnac	307
24060	72	24	241	Bourniquel	68
24061	72	24	243	Bourrou	142
24062	72	24	243	Bouteilles-Saint-Sébastien	192
24063	72	24	244	Bouzic	140
24064	72	24	243	Brantôme	2152
24065	72	24	243	Breuilh	238
24066	72	24	243	Brouchaud	209
24067	72	24	244	Le Bugue	2762
24068	72	24	241	Le Buisson-de-Cadouin	2119
24069	72	24	243	Bussac	370
24070	72	24	242	Busserolles	561
24071	72	24	242	Bussière-Badil	466
24073	72	24	241	Calès	374
24074	72	24	244	Calviac-en-Périgord	501
24075	72	24	244	Campagnac-lès-Quercy	310
24076	72	24	244	Campagne	388
24077	72	24	241	Campsegret	398
24079	72	24	242	Cantillac	194
24080	72	24	241	Capdrot	508
24081	72	24	244	Carlux	652
24082	72	24	244	Carsac-Aillac	1502
24083	72	24	241	Carsac-de-Gurson	196
24084	72	24	244	Carves	110
24085	72	24	244	La Cassagne	157
24086	72	24	244	Castelnaud-la-Chapelle	475
24087	72	24	244	Castels	644
24088	72	24	241	Cause-de-Clérans	326
24089	72	24	244	Cazoulès	446
24090	72	24	243	Celles	555
24091	72	24	244	Cénac-et-Saint-Julien	1206
24092	72	24	243	Cendrieux	566
24093	72	24	243	Cercles	194
24094	72	24	243	Chalagnac	392
24095	72	24	242	Chalais	435
24096	72	24	242	Champagnac-de-Belair	696
24097	72	24	243	Champagne-et-Fontaine	395
24098	72	24	243	Champcevinel	2630
24099	72	24	242	Champeaux-et-la-Chapelle-Pommier	157
24100	72	24	242	Champniers-et-Reilhac	501
24101	72	24	242	Champs-Romain	312
24102	72	24	243	Chancelade	4227
24103	72	24	243	Le Change	599
24104	72	24	243	Chantérac	544
24105	72	24	243	Chapdeuil	142
24106	72	24	244	La Chapelle-Aubareil	483
24107	72	24	242	La Chapelle-Faucher	394
24108	72	24	243	La Chapelle-Gonaguet	1076
24109	72	24	243	La Chapelle-Grésignac	118
24110	72	24	243	La Chapelle-Montabourlet	67
24111	72	24	242	La Chapelle-Montmoreau	74
24113	72	24	243	La Chapelle-Saint-Jean	87
24114	72	24	243	Chassaignes	81
24115	72	24	243	Château-l'Évêque	2086
24116	72	24	244	Châtres	184
24117	72	24	244	Chavagnac	348
24118	72	24	243	Chenaud	319
24119	72	24	243	Cherval	284
24120	72	24	243	Cherveix-Cubas	625
24121	72	24	243	Chourgnac	72
24122	72	24	244	Cladech	93
24123	72	24	241	Clermont-de-Beauregard	122
24124	72	24	243	Clermont-d'Excideuil	258
24126	72	24	241	Colombier	242
24127	72	24	244	Coly	224
24128	72	24	243	Comberanche-et-Épeluche	178
24129	72	24	242	Condat-sur-Trincou	491
24130	72	24	244	Condat-sur-Vézère	879
24131	72	24	242	Connezac	79
24132	72	24	241	Conne-de-Labarde	227
24133	72	24	242	La Coquille	1355
24134	72	24	242	Corgnac-sur-l'Isle	799
24135	72	24	243	Cornille	668
24136	72	24	243	Coubjours	154
24137	72	24	243	Coulaures	733
24138	72	24	243	Coulounieix-Chamiers	8356
24139	72	24	243	Coursac	1914
24140	72	24	241	Cours-de-Pile	1470
24141	72	24	243	Coutures	190
24142	72	24	244	Coux-et-Bigaroque	987
24143	72	24	241	Couze-et-Saint-Front	765
24144	72	24	243	Creyssac	93
24145	72	24	241	Creysse	1854
24146	72	24	243	Creyssensac-et-Pissot	232
24147	72	24	243	Cubjac	709
24148	72	24	241	Cunèges	304
24150	72	24	244	Daglan	555
24151	72	24	244	Doissat	126
24152	72	24	244	Domme	998
24153	72	24	244	La Dornac	410
24154	72	24	243	Douchapt	302
24155	72	24	241	Douville	447
24156	72	24	243	La Douze	1069
24157	72	24	243	Douzillac	802
24158	72	24	242	Dussac	399
24159	72	24	243	Échourgnac	416
24160	72	24	243	Église-Neuve-de-Vergt	435
24161	72	24	241	Église-Neuve-d'Issac	128
24162	72	24	243	Escoire	459
24163	72	24	242	Étouars	144
24164	72	24	243	Excideuil	1226
24165	72	24	243	Eygurande-et-Gardedeuil	377
24166	72	24	243	Eyliac	739
24167	72	24	241	Eymet	2570
24168	72	24	241	Plaisance	453
24170	72	24	243	Eyvirat	277
24171	72	24	242	Eyzerac	577
24172	72	24	244	Les Eyzies-de-Tayac-Sireuil	832
24174	72	24	244	Fanlac	138
24175	72	24	244	Les Farges	323
24176	72	24	241	Faurilles	46
24177	72	24	241	Faux	583
24178	72	24	243	Festalemps	254
24179	72	24	244	La Feuillade	739
24180	72	24	242	Firbeix	303
24181	72	24	241	Flaugeac	320
24182	72	24	241	Le Fleix	1433
24183	72	24	244	Fleurac	240
24184	72	24	244	Florimont-Gaumier	143
24186	72	24	241	Fonroque	267
24188	72	24	243	Fossemagne	605
24189	72	24	241	Fougueyrolles	472
24190	72	24	243	Fouleix	221
24191	72	24	241	Fraisse	141
24192	72	24	243	Gabillou	92
24193	72	24	241	Gageac-et-Rouillac	442
24194	72	24	241	Gardonne	1469
24195	72	24	241	Gaugeac	112
24196	72	24	243	Génis	482
24197	72	24	241	Ginestet	794
24198	72	24	242	La Gonterie-Boulouneix	241
24199	72	24	243	Gout-Rossignol	401
24200	72	24	243	Grand-Brassac	527
24202	72	24	243	Granges-d'Ans	164
24203	72	24	242	Les Graulges	68
24204	72	24	244	Grèzes	191
24205	72	24	243	Grignols	584
24206	72	24	244	Grives	113
24207	72	24	244	Groléjac	645
24208	72	24	243	Grun-Bordas	213
24209	72	24	242	Hautefaye	114
24210	72	24	243	Hautefort	1073
24211	72	24	241	Issac	383
24212	72	24	241	Issigeac	708
24213	72	24	243	Jaure	145
24214	72	24	242	Javerlhac-et-la-Chapelle-Saint-Robert	907
24215	72	24	244	Jayac	186
24216	72	24	243	La Jemaye	108
24217	72	24	244	Journiac	414
24218	72	24	242	Jumilhac-le-Grand	1214
24219	72	24	241	Labouquerie	223
24220	72	24	243	Lacropte	639
24221	72	24	242	Rudeau-Ladosse	178
24222	72	24	241	La Force	2520
24223	72	24	241	Lalinde	2959
24224	72	24	241	Lamonzie-Montastruc	665
24225	72	24	241	Lamonzie-Saint-Martin	2333
24226	72	24	241	Lamothe-Montravel	1238
24227	72	24	242	Lanouaille	990
24228	72	24	241	Lanquais	542
24229	72	24	244	Le Lardin-Saint-Lazare	1907
24230	72	24	244	Larzac	137
24231	72	24	241	Lavalade	106
24232	72	24	244	Lavaur	79
24233	72	24	241	Laveyssière	121
24234	72	24	241	Les Lèches	321
24235	72	24	242	Léguillac-de-Cercles	301
24236	72	24	243	Léguillac-de-l'Auche	916
24237	72	24	241	Lembras	1229
24238	72	24	242	Lempzours	160
24239	72	24	243	Ligueux	268
24240	72	24	241	Limeuil	325
24241	72	24	243	Limeyrat	453
24242	72	24	241	Liorac-sur-Louyre	224
24243	72	24	243	Lisle	928
24244	72	24	241	Lolme	132
24245	72	24	244	Loubejac	262
24246	72	24	241	Lunas	363
24247	72	24	243	Lusignac	189
24248	72	24	242	Lussas-et-Nontronneau	314
24249	72	24	244	Manaurie	155
24251	72	24	243	Manzac-sur-Vern	566
24252	72	24	244	Marcillac-Saint-Quentin	801
24253	72	24	242	Mareuil	1125
24254	72	24	244	Marnac	186
24255	72	24	244	Marquay	572
24256	72	24	243	Marsac-sur-l'Isle	2956
24257	72	24	241	Marsalès	233
24258	72	24	243	Marsaneix	1028
24259	72	24	241	Maurens	1048
24260	72	24	241	Mauzac-et-Grand-Castang	862
24261	72	24	244	Mauzens-et-Miremont	322
24262	72	24	243	Mayac	301
24263	72	24	244	Mazeyrolles	350
24264	72	24	243	Ménesplet	1679
24266	72	24	243	Mensignac	1465
24267	72	24	241	Mescoules	164
24268	72	24	244	Meyrals	575
24269	72	24	242	Mialet	662
24270	72	24	243	Milhac-d'Auberoche	554
24271	72	24	242	Milhac-de-Nontron	592
24272	72	24	241	Minzac	446
24273	72	24	241	Molières	317
24274	72	24	241	Monbazillac	922
24276	72	24	241	Monestier	386
24277	72	24	241	Monfaucon	279
24278	72	24	241	Monmadalès	74
24279	72	24	241	Monmarvès	58
24280	72	24	241	Monpazier	516
24281	72	24	241	Monsac	189
24282	72	24	241	Monsaguel	164
24283	72	24	242	Monsec	197
24284	72	24	243	Montagnac-d'Auberoche	144
24285	72	24	241	Montagnac-la-Crempse	378
24286	72	24	243	Montagrier	503
24287	72	24	241	Montaut	113
24288	72	24	241	Montazeau	312
24289	72	24	241	Montcaret	1423
24290	72	24	241	Montferrand-du-Périgord	177
24291	72	24	244	Montignac	2783
24292	72	24	241	Montpeyroux	440
24293	72	24	244	Monplaisant	276
24294	72	24	243	Montpon-Ménestérol	5465
24295	72	24	243	Montrem	1244
24296	72	24	241	Mouleydier	1095
24297	72	24	241	Moulin-Neuf	882
24298	72	24	244	Mouzens	241
24299	72	24	243	Mussidan	2864
24300	72	24	244	Nabirat	377
24301	72	24	244	Nadaillac	340
24302	72	24	243	Nailhac	297
24303	72	24	243	Nanteuil-Auriac-de-Bourzac	255
24304	72	24	242	Nantheuil	1057
24305	72	24	242	Nanthiat	282
24306	72	24	241	Nastringues	114
24307	72	24	241	Naussannes	218
24308	72	24	243	Négrondes	838
24309	72	24	243	Neuvic	3635
24310	72	24	241	Nojals-et-Clotte	206
24311	72	24	242	Nontron	3351
24312	72	24	243	Notre-Dame-de-Sanilhac	3059
24313	72	24	244	Orliac	58
24314	72	24	244	Orliaguet	91
24316	72	24	243	Parcoul	375
24317	72	24	244	Paulin	271
24318	72	24	241	Paunat	314
24319	72	24	243	Paussac-et-Saint-Vivien	445
24320	72	24	242	Payzac	1069
24321	72	24	244	Pazayac	879
24322	72	24	243	Périgueux	29573
24323	72	24	243	Petit-Bersac	171
24324	72	24	244	Peyrignac	530
24325	72	24	244	Peyrillac-et-Millac	217
24326	72	24	244	Peyzac-le-Moustier	171
24327	72	24	241	Pezuls	122
24328	72	24	242	Piégut-Pluviers	1227
24329	72	24	243	Le Pizou	1261
24330	72	24	244	Plazac	714
24331	72	24	241	Pomport	804
24333	72	24	243	Ponteyraud	53
24334	72	24	241	Pontours	210
24335	72	24	241	Port-Sainte-Foy-et-Ponchapt	2497
24336	72	24	244	Prats-de-Carlux	507
24337	72	24	244	Prats-du-Périgord	155
24338	72	24	241	Pressignac-Vicq	468
24339	72	24	243	Preyssac-d'Excideuil	155
24340	72	24	241	Prigonrieux	4057
24341	72	24	244	Proissans	918
24343	72	24	243	Puymangou	94
24344	72	24	242	Puyrenier	58
24345	72	24	241	Queyssac	467
24346	72	24	242	Quinsac	385
24347	72	24	241	Rampieux	136
24348	72	24	241	Razac-d'Eymet	303
24349	72	24	241	Razac-de-Saussignac	352
24350	72	24	243	Razac-sur-l'Isle	2447
24351	72	24	241	Ribagnac	320
24352	72	24	243	Ribérac	4090
24353	72	24	242	La Rochebeaucourt-et-Argentine	395
24354	72	24	243	La Roche-Chalais	2873
24355	72	24	244	La Roque-Gageac	418
24356	72	24	244	Rouffignac-Saint-Cernin-de-Reilhac	1557
24357	72	24	241	Rouffignac-de-Sigoulès	345
24359	72	24	241	Sadillac	107
24360	72	24	244	Sagelat	361
24361	72	24	241	Saint-Agne	416
24362	72	24	241	Sainte-Alvère	886
24363	72	24	244	Saint-Amand-de-Belvès	101
24364	72	24	244	Saint-Amand-de-Coly	394
24365	72	24	243	Saint-Amand-de-Vergt	216
24366	72	24	244	Saint-André-d'Allas	798
24367	72	24	243	Saint-André-de-Double	161
24368	72	24	243	Saint-Antoine-Cumond	390
24369	72	24	243	Saint-Antoine-d'Auberoche	147
24370	72	24	241	Saint-Antoine-de-Breuilh	2081
24371	72	24	243	Saint-Aquilin	513
24372	72	24	243	Saint-Astier	5469
24373	72	24	241	Saint-Aubin-de-Cadelech	325
24374	72	24	241	Saint-Aubin-de-Lanquais	295
24375	72	24	244	Saint-Aubin-de-Nabirat	126
24376	72	24	243	Saint-Aulaye	1360
24377	72	24	244	Saint-Avit-de-Vialard	150
24378	72	24	241	Saint-Avit-Rivière	78
24379	72	24	241	Saint-Avit-Sénieur	451
24380	72	24	243	Saint-Barthélemy-de-Bellegarde	522
24381	72	24	242	Saint-Barthélemy-de-Bussière	233
24382	72	24	241	Saint-Capraise-de-Lalinde	525
24383	72	24	241	Saint-Capraise-d'Eymet	139
24384	72	24	241	Saint-Cassien	28
24385	72	24	241	Saint-Cernin-de-Labarde	194
24386	72	24	244	Saint-Cernin-de-l'Herm	235
24388	72	24	244	Saint-Chamassy	526
24389	72	24	244	Saint-Cirq	113
24390	72	24	243	Saint-Crépin-d'Auberoche	294
24391	72	24	242	Saint-Crépin-de-Richemont	213
24392	72	24	244	Saint-Crépin-et-Carlucet	497
24393	72	24	241	Sainte-Croix	90
24394	72	24	242	Sainte-Croix-de-Mareuil	136
24395	72	24	244	Saint-Cybranet	385
24396	72	24	244	Saint-Cyprien	1571
24397	72	24	242	Saint-Cyr-les-Champagnes	279
24398	72	24	242	Saint-Estèphe	590
24399	72	24	243	Saint-Étienne-de-Puycorbier	106
24401	72	24	243	Sainte-Eulalie-d'Ans	291
24402	72	24	241	Sainte-Eulalie-d'Eymet	75
24403	72	24	242	Saint-Félix-de-Bourdeilles	70
24404	72	24	244	Saint-Félix-de-Reillac-et-Mortemart	198
24405	72	24	241	Saint-Félix-de-Villadeix	305
24406	72	24	244	Sainte-Foy-de-Belvès	131
24407	72	24	241	Sainte-Foy-de-Longas	237
24408	72	24	243	Saint-Front-d'Alemps	258
24409	72	24	243	Saint-Front-de-Pradoux	1117
24410	72	24	242	Saint-Front-la-Rivière	526
24411	72	24	242	Saint-Front-sur-Nizonne	144
24412	72	24	244	Saint-Geniès	960
24413	72	24	241	Saint-Georges-Blancaneix	242
24414	72	24	241	Saint-Georges-de-Montclard	275
24415	72	24	241	Saint-Géraud-de-Corps	188
24416	72	24	244	Saint-Germain-de-Belvès	154
24417	72	24	243	Saint-Germain-des-Prés	519
24418	72	24	243	Saint-Germain-du-Salembre	887
24419	72	24	241	Saint-Germain-et-Mons	757
24420	72	24	241	Saint-Géry	212
24421	72	24	243	Saint-Geyrac	241
24422	72	24	241	Saint-Hilaire-d'Estissac	111
24423	72	24	241	Sainte-Innocence	99
24424	72	24	243	Saint-Jean-d'Ataux	115
24425	72	24	242	Saint-Jean-de-Côle	356
24426	72	24	241	Saint-Jean-d'Estissac	154
24427	72	24	241	Saint-Jean-d'Eyraud	190
24428	72	24	242	Saint-Jory-de-Chalais	595
24429	72	24	243	Saint-Jory-las-Bloux	257
24430	72	24	243	Saint-Julien-de-Bourdeilles	79
24431	72	24	241	Saint-Julien-de-Crempse	214
24432	72	24	244	Saint-Julien-de-Lampon	619
24433	72	24	241	Saint-Julien-d'Eymet	113
24434	72	24	243	Saint-Just	127
24435	72	24	241	Saint-Laurent-des-Bâtons	220
24436	72	24	243	Saint-Laurent-des-Hommes	1050
24437	72	24	241	Saint-Laurent-des-Vignes	816
24438	72	24	244	Saint-Laurent-la-Vallée	253
24439	72	24	243	Saint-Laurent-sur-Manoire	913
24441	72	24	241	Saint-Léon-d'Issigeac	115
24442	72	24	243	Saint-Léon-sur-l'Isle	2020
24443	72	24	244	Saint-Léon-sur-Vézère	421
24444	72	24	243	Saint-Louis-en-l'Isle	261
24445	72	24	241	Saint-Marcel-du-Périgord	152
24446	72	24	241	Saint-Marcory	53
24447	72	24	243	Sainte-Marie-de-Chignac	591
