CODGEO	REG	DEP	ARR	LIBGEO	P10_POP
77451	11	77	771	Signy-Signets	602
77452	11	77	773	Sigy	47
77453	11	77	772	Sivry-Courtry	1016
77454	11	77	773	Sognolles-en-Montois	427
77455	11	77	772	Soignolles-en-Brie	2073
77456	11	77	773	Soisy-Bouy	805
77457	11	77	772	Solers	1253
77458	11	77	774	Souppes-sur-Loing	5561
77459	11	77	773	Sourdun	1430
77460	11	77	771	Tancrou	367
77461	11	77	773	Thénisy	277
77462	11	77	771	Thieux	804
77463	11	77	774	Thomery	3436
77464	11	77	775	Thorigny-sur-Marne	9220
77465	11	77	774	Thoury-Férottes	668
77466	11	77	773	Tigeaux	373
77467	11	77	773	La Tombe	214
77468	11	77	775	Torcy	22425
77469	11	77	773	Touquin	1095
77470	11	77	772	Tournan-en-Brie	8054
77471	11	77	774	Tousson	367
77472	11	77	773	La Trétoire	417
77473	11	77	774	Treuzy-Levelay	460
77474	11	77	771	Trilbardou	639
77475	11	77	771	Trilport	4844
77476	11	77	771	Trocy-en-Multien	274
77477	11	77	774	Ury	797
77478	11	77	771	Ussy-sur-Marne	979
77479	11	77	775	Vaires-sur-Marne	12293
77480	11	77	772	Valence-en-Brie	911
77481	11	77	773	Vanvillé	169
77482	11	77	773	Varennes-sur-Seine	3355
77483	11	77	771	Varreddes	1858
77484	11	77	771	Vaucourtois	209
77485	11	77	774	Le Vaudoué	748
77486	11	77	773	Vaudoy-en-Brie	837
77487	11	77	772	Vaux-le-Pénil	10866
77489	11	77	774	Vaux-sur-Lunain	200
77490	11	77	771	Vendrest	730
77491	11	77	774	Veneux-les-Sablons	4799
77492	11	77	773	Verdelot	726
77493	11	77	772	Verneuil-l'Étang	3167
77494	11	77	774	Vernou-la-Celle-sur-Seine	2652
77495	11	77	772	Vert-Saint-Denis	6966
77496	11	77	773	Vieux-Champagne	180
77498	11	77	771	Vignely	256
77500	11	77	774	Villebéon	457
77501	11	77	774	Villecerf	738
77504	11	77	774	Villemaréchal	833
77505	11	77	771	Villemareuil	396
77506	11	77	774	Villemer	676
77507	11	77	773	Villenauxe-la-Petite	487
77508	11	77	773	Villeneuve-le-Comte	1778
77509	11	77	773	Villeneuve-les-Bordes	612
77510	11	77	773	Villeneuve-Saint-Denis	714
77511	11	77	771	Villeneuve-sous-Dammartin	625
77512	11	77	773	Villeneuve-sur-Bellot	1141
77513	11	77	771	Villenoy	4153
77514	11	77	775	Villeparisis	24122
77515	11	77	771	Villeroy	694
77516	11	77	774	Ville-Saint-Jacques	720
77517	11	77	775	Villevaudé	1731
77518	11	77	772	Villiers-en-Bière	215
77519	11	77	773	Villiers-Saint-Georges	1213
77520	11	77	774	Villiers-sous-Grez	750
77521	11	77	771	Villiers-sur-Morin	1849
77522	11	77	773	Villiers-sur-Seine	308
77523	11	77	773	Villuis	256
77524	11	77	773	Vimpelles	503
77525	11	77	771	Vinantes	348
77526	11	77	771	Vincy-Manoeuvre	212
77527	11	77	773	Voinsles	576
77528	11	77	772	Voisenon	1046
77529	11	77	771	Voulangis	1537
77530	11	77	773	Voulton	304
77531	11	77	774	Voulx	1750
77532	11	77	773	Vulaines-lès-Provins	65
77533	11	77	774	Vulaines-sur-Seine	2594
77534	11	77	772	Yèbles	659
78003	11	78	782	Ablis	3287
78005	11	78	783	Achères	19626
78006	11	78	781	Adainville	759
78007	11	78	783	Aigremont	1099
78009	11	78	782	Allainville	302
78010	11	78	783	Les Alluets-le-Roi	1203
78013	11	78	781	Andelu	493
78015	11	78	783	Andrésy	12174
78020	11	78	781	Arnouville-lès-Mantes	852
78029	11	78	781	Aubergenville	12020
78030	11	78	782	Auffargis	2005
78031	11	78	781	Auffreville-Brasseuil	586
78033	11	78	781	Aulnay-sur-Mauldre	1158
78034	11	78	782	Auteuil	858
78036	11	78	782	Autouillet	474
78043	11	78	783	Bailly	3914
78048	11	78	781	Bazainville	1425
78049	11	78	781	Bazemont	1521
78050	11	78	782	Bazoches-sur-Guyonne	591
78053	11	78	782	Béhoust	476
78057	11	78	781	Bennecourt	1810
78062	11	78	782	Beynes	7678
78068	11	78	781	Blaru	929
78070	11	78	781	Boinville-en-Mantois	312
78071	11	78	782	Boinville-le-Gaillard	617
78072	11	78	781	Boinvilliers	268
78073	11	78	784	Bois-d'Arcy	13693
78076	11	78	781	Boissets	272
78077	11	78	782	La Boissière-École	769
78082	11	78	781	Boissy-Mauvoisin	624
78084	11	78	782	Boissy-sans-Avoir	586
78087	11	78	782	Bonnelles	1913
78089	11	78	781	Bonnières-sur-Seine	4344
78090	11	78	781	Bouafle	2132
78092	11	78	783	Bougival	8447
78096	11	78	781	Bourdonné	490
78104	11	78	781	Breuil-Bois-Robert	709
78107	11	78	781	Bréval	1979
78108	11	78	782	Les Bréviaires	1261
78113	11	78	781	Brueil-en-Vexin	687
78117	11	78	784	Buc	5312
78118	11	78	781	Buchelay	2346
78120	11	78	782	Bullion	1951
78123	11	78	783	Carrières-sous-Poissy	15234
78124	11	78	783	Carrières-sur-Seine	15473
78125	11	78	782	La Celle-les-Bordes	934
78126	11	78	783	La Celle-Saint-Cloud	20971
78128	11	78	782	Cernay-la-Ville	1643
78133	11	78	783	Chambourcy	5872
78138	11	78	783	Chanteloup-les-Vignes	9626
78140	11	78	781	Chapet	1180
78143	11	78	784	Châteaufort	1429
78146	11	78	783	Chatou	30173
78147	11	78	781	Chaufour-lès-Bonnières	422
78152	11	78	783	Chavenay	1863
78158	11	78	784	Le Chesnay	28975
78160	11	78	782	Chevreuse	5768
78162	11	78	782	Choisel	525
78163	11	78	781	Civry-la-Forêt	357
78164	11	78	782	Clairefontaine-en-Yvelines	790
78165	11	78	784	Les Clayes-sous-Bois	17553
78168	11	78	782	Coignières	4527
78171	11	78	781	Condé-sur-Vesgre	1139
78172	11	78	783	Conflans-Sainte-Honorine	35380
78185	11	78	781	Courgent	378
78188	11	78	781	Cravent	414
78189	11	78	783	Crespières	1574
78190	11	78	783	Croissy-sur-Seine	10048
78192	11	78	781	Dammartin-en-Serve	1028
78193	11	78	782	Dampierre-en-Yvelines	1113
78194	11	78	781	Dannemarie	242
78196	11	78	783	Davron	340
78202	11	78	781	Drocourt	505
78206	11	78	781	Ecquevilly	3931
78208	11	78	782	Élancourt	26829
78209	11	78	782	Émancé	850
78217	11	78	781	Épône	6503
78220	11	78	782	Les Essarts-le-Roi	6318
78224	11	78	783	L'Étang-la-Ville	4769
78227	11	78	781	Évecquemont	786
78230	11	78	781	La Falaise	618
78231	11	78	781	Favrieux	148
78233	11	78	783	Feucherolles	2908
78234	11	78	781	Flacourt	140
78236	11	78	782	Flexanville	574
78237	11	78	781	Flins-Neuve-Église	164
78238	11	78	781	Flins-sur-Seine	2426
78239	11	78	781	Follainville-Dennemont	1846
78242	11	78	784	Fontenay-le-Fleury	12732
78245	11	78	781	Fontenay-Mauvoisin	418
78246	11	78	781	Fontenay-Saint-Père	995
78251	11	78	783	Fourqueux	4085
78255	11	78	781	Freneuse	3930
78261	11	78	781	Gaillon-sur-Montcient	665
78262	11	78	782	Galluis	1142
78263	11	78	781	Gambais	2466
78264	11	78	782	Gambaiseuil	69
78265	11	78	782	Garancières	2382
78267	11	78	781	Gargenville	6770
78269	11	78	782	Gazeran	1238
78276	11	78	781	Gommecourt	659
78278	11	78	782	Goupillières	460
78281	11	78	781	Goussonville	617
78283	11	78	781	Grandchamp	309
78285	11	78	781	Gressey	541
78289	11	78	782	Grosrouvre	933
78290	11	78	781	Guernes	1011
78291	11	78	781	Guerville	2079
78296	11	78	781	Guitrancourt	645
78297	11	78	784	Guyancourt	27966
78299	11	78	781	Hardricourt	2083
78300	11	78	781	Hargeville	397
78302	11	78	781	La Hauteville	176
78305	11	78	781	Herbeville	287
78307	11	78	782	Hermeray	948
78310	11	78	781	Houdan	3289
78311	11	78	783	Houilles	31557
78314	11	78	781	Issou	4539
78317	11	78	781	Jambville	809
78320	11	78	781	Jeufosse	427
78321	11	78	782	Jouars-Pontchartrain	5267
78322	11	78	784	Jouy-en-Josas	8187
78324	11	78	781	Jouy-Mauvoisin	553
78325	11	78	781	Jumeauville	592
78327	11	78	781	Juziers	3773
78329	11	78	781	Lainville-en-Vexin	812
78334	11	78	782	Lévis-Saint-Nom	1705
78335	11	78	781	Limay	16302
78337	11	78	781	Limetz-Villez	1891
78343	11	78	784	Les Loges-en-Josas	1548
78344	11	78	781	Lommoye	644
78346	11	78	781	Longnes	1467
78349	11	78	782	Longvilliers	516
78350	11	78	783	Louveciennes	7245
78354	11	78	781	Magnanville	5846
78356	11	78	782	Magny-les-Hameaux	9027
78358	11	78	783	Maisons-Laffitte	22817
78361	11	78	781	Mantes-la-Jolie	42969
78362	11	78	781	Mantes-la-Ville	19234
78364	11	78	782	Marcq	707
78366	11	78	782	Mareil-le-Guyon	401
78367	11	78	783	Mareil-Marly	3517
78368	11	78	781	Mareil-sur-Mauldre	1731
78372	11	78	783	Marly-le-Roi	16614
78380	11	78	781	Maule	5801
78381	11	78	781	Maulette	756
78382	11	78	783	Maurecourt	4302
78383	11	78	782	Maurepas	18679
78384	11	78	783	Médan	1456
78385	11	78	781	Ménerville	202
78389	11	78	782	Méré	1700
78391	11	78	781	Méricourt	391
78396	11	78	783	Le Mesnil-le-Roi	6415
78397	11	78	782	Le Mesnil-Saint-Denis	6629
78398	11	78	782	Les Mesnuls	874
78401	11	78	781	Meulan-en-Yvelines	8855
78402	11	78	781	Mézières-sur-Seine	3526
78403	11	78	781	Mézy-sur-Seine	1949
78404	11	78	782	Millemont	251
78406	11	78	782	Milon-la-Chapelle	311
78407	11	78	782	Mittainville	613
78410	11	78	781	Moisson	924
78413	11	78	781	Mondreville	369
78415	11	78	781	Montainville	561
78416	11	78	781	Montalet-le-Bois	327
78417	11	78	781	Montchauvet	288
78418	11	78	783	Montesson	15193
78420	11	78	782	Montfort-l'Amaury	3138
78423	11	78	784	Montigny-le-Bretonneux	33337
78431	11	78	783	Morainvilliers	2399
78437	11	78	781	Mousseaux-sur-Seine	613
78439	11	78	781	Mulcent	113
78440	11	78	781	Les Mureaux	30859
78442	11	78	782	Neauphle-le-Château	3011
78443	11	78	782	Neauphle-le-Vieux	751
78444	11	78	781	Neauphlette	890
78451	11	78	781	Nézel	1042
78455	11	78	783	Noisy-le-Roi	7811
78460	11	78	781	Oinville-sur-Montcient	1115
78464	11	78	782	Orcemont	847
78465	11	78	781	Orgerus	2358
78466	11	78	783	Orgeval	5855
78470	11	78	782	Orphin	913
78472	11	78	782	Orsonville	332
78474	11	78	781	Orvilliers	683
78475	11	78	781	Osmoy	382
78478	11	78	782	Paray-Douaville	242
78481	11	78	783	Le Pecq	16496
78484	11	78	781	Perdreauville	622
78486	11	78	782	Le Perray-en-Yvelines	6600
78490	11	78	784	Plaisir	30958
78497	11	78	782	Poigny-la-Forêt	1034
78498	11	78	783	Poissy	37680
78499	11	78	782	Ponthévrard	601
78501	11	78	781	Porcheville	2832
78502	11	78	783	Le Port-Marly	4803
78503	11	78	781	Port-Villez	246
78505	11	78	781	Prunay-le-Temple	394
78506	11	78	782	Prunay-en-Yvelines	813
78513	11	78	782	La Queue-les-Yvelines	2161
78516	11	78	782	Raizeux	847
78517	11	78	782	Rambouillet	26159
78518	11	78	783	Rennemoulin	111
78520	11	78	781	Richebourg	1510
78522	11	78	782	Rochefort-en-Yvelines	960
78524	11	78	784	Rocquencourt	3215
78528	11	78	781	Rolleboise	412
78530	11	78	781	Rosay	385
78531	11	78	781	Rosny-sur-Seine	5521
78536	11	78	781	Sailly	379
78537	11	78	782	Saint-Arnoult-en-Yvelines	6150
78545	11	78	784	Saint-Cyr-l'École	17401
78548	11	78	782	Saint-Forget	474
78550	11	78	782	Saint-Germain-de-la-Grange	1824
78551	11	78	783	Saint-Germain-en-Laye	40481
78557	11	78	782	Saint-Hilarion	901
78558	11	78	781	Saint-Illiers-la-Ville	321
78559	11	78	781	Saint-Illiers-le-Bois	453
78561	11	78	782	Saint-Lambert	418
78562	11	78	782	Saint-Léger-en-Yvelines	1484
78564	11	78	782	Saint-Martin-de-Bréthencourt	635
78565	11	78	781	Saint-Martin-des-Champs	321
78567	11	78	781	Saint-Martin-la-Garenne	920
78569	11	78	782	Sainte-Mesme	942
78571	11	78	783	Saint-Nom-la-Bretèche	5147
78575	11	78	782	Saint-Rémy-lès-Chevreuse	7922
78576	11	78	782	Saint-Rémy-l'Honoré	1384
78586	11	78	783	Sartrouville	51150
78588	11	78	782	Saulx-Marchais	895
78590	11	78	782	Senlisse	541
78591	11	78	781	Septeuil	2201
78597	11	78	781	Soindres	597
78601	11	78	782	Sonchamp	1577
78605	11	78	781	Tacoignières	1049
78606	11	78	781	Le Tartre-Gaudran	31
78608	11	78	781	Le Tertre-Saint-Denis	114
78609	11	78	781	Tessancourt-sur-Aubette	947
78615	11	78	784	Thiverval-Grignon	1006
78616	11	78	782	Thoiry	1139
78618	11	78	781	Tilly	542
78620	11	78	784	Toussus-le-Noble	958
78621	11	78	784	Trappes	29380
78623	11	78	782	Le Tremblay-sur-Mauldre	969
78624	11	78	783	Triel-sur-Seine	11598
78638	11	78	781	Vaux-sur-Seine	4813
78640	11	78	784	Vélizy-Villacoublay	20089
78642	11	78	783	Verneuil-sur-Seine	15178
78643	11	78	783	Vernouillet	9399
78644	11	78	782	La Verrière	5993
78646	11	78	784	Versailles	86110
78647	11	78	781	Vert	788
78650	11	78	783	Le Vésinet	16249
78653	11	78	782	Vicq	333
78655	11	78	782	Vieille-Église-en-Yvelines	811
78668	11	78	781	La Villeneuve-en-Chevrie	568
78672	11	78	783	Villennes-sur-Seine	5085
78674	11	78	783	Villepreux	9871
78677	11	78	781	Villette	511
78681	11	78	782	Villiers-le-Mahieu	704
78683	11	78	782	Villiers-Saint-Frédéric	2727
78686	11	78	784	Viroflay	15905
78688	11	78	782	Voisins-le-Bretonneux	11730
79001	54	79	793	L'Absie	1041
79002	54	79	793	Adilly	309
79003	54	79	792	Aiffres	5229
79004	54	79	792	Aigonnay	610
79005	54	79	793	Airvault	3074
79006	54	79	792	Les Alleuds	296
79007	54	79	793	Allonne	648
79008	54	79	793	Amailloux	857
79009	54	79	792	Amuré	460
79010	54	79	792	Arçais	608
79011	54	79	792	Ardilleux	165
79012	54	79	792	Ardin	1218
79013	54	79	791	Argenton-les-Vallées	1602
79014	54	79	791	Argenton-l'Église	1632
79015	54	79	792	Asnières-en-Poitou	193
79016	54	79	793	Assais-les-Jumeaux	771
79017	54	79	791	Les Aubiers	
79018	54	79	792	Aubigné	210
79019	54	79	793	Aubigny	178
79020	54	79	792	Augé	926
79022	54	79	793	Availles-Thouarsais	211
79023	54	79	792	Avon	79
79024	54	79	792	Azay-le-Brûlé	1806
79025	54	79	793	Azay-sur-Thouet	1098
79027	54	79	792	La Bataille	77
79029	54	79	793	Beaulieu-sous-Parthenay	664
79030	54	79	792	Beaussais	423
79031	54	79	792	Beauvoir-sur-Niort	1738
79032	54	79	792	Béceleuf	698
79033	54	79	792	Belleville	120
79034	54	79	792	Bessines	1589
79035	54	79	792	Le Beugnon	316
79037	54	79	791	Boësse	
79038	54	79	791	Boismé	1154
79039	54	79	792	Boisserolles	62
79040	54	79	793	La Boissière-en-Gâtine	229
79042	54	79	792	Bougon	184
79043	54	79	791	Bouillé-Loretz	1045
79044	54	79	791	Bouillé-Saint-Paul	422
79045	54	79	792	Bouin	151
79046	54	79	792	Le Bourdet	530
79047	54	79	793	Boussais	416
79048	54	79	792	La Crèche	5449
79049	54	79	791	Bressuire	18615
79050	54	79	791	Bretignolles	634
79051	54	79	793	Le Breuil-Bernard	472
79053	54	79	791	Le Breuil-sous-Argenton	439
79054	54	79	791	Brie	199
79055	54	79	792	Brieuil-sur-Chizé	117
79056	54	79	791	Brion-près-Thouet	757
79057	54	79	792	Brioux-sur-Boutonne	1514
79058	54	79	792	Brûlain	683
79059	54	79	792	Le Busseau	744
79060	54	79	792	Caunay	167
79061	54	79	792	Celles-sur-Belle	3753
79062	54	79	791	Cerizay	4660
79063	54	79	791	Cersay	999
79064	54	79	792	Chail	541
79066	54	79	792	Champdeniers-Saint-Denis	1675
79068	54	79	793	Chantecorps	331
79069	54	79	793	Chanteloup	986
79070	54	79	792	La Chapelle-Bâton	381
79071	54	79	793	La Chapelle-Bertrand	512
79072	54	79	791	La Chapelle-Gaudin	213
79074	54	79	792	La Chapelle-Pouilloux	192
79075	54	79	793	La Chapelle-Saint-Étienne	321
79076	54	79	793	La Chapelle-Saint-Laurent	1854
79077	54	79	792	La Chapelle-Thireuil	434
79078	54	79	792	Prissé-la-Charrière	620
79079	54	79	791	Mauléon	8172
79080	54	79	793	Châtillon-sur-Thouet	2801
79081	54	79	792	Chauray	5985
79083	54	79	792	Chef-Boutonne	2126
79084	54	79	792	Chenay	485
79085	54	79	792	Chérigné	131
79086	54	79	792	Cherveux	1651
79087	54	79	792	Chey	617
79088	54	79	791	Chiché	1633
79089	54	79	793	Le Chillou	182
79090	54	79	792	Chizé	913
79091	54	79	791	Cirières	963
79092	54	79	793	Clavé	338
79094	54	79	793	Clessé	934
79095	54	79	792	Clussais-la-Pommeraie	600
79096	54	79	791	Combrand	1141
79098	54	79	792	La Couarde	262
79099	54	79	791	La Coudre	248
79100	54	79	792	Coulon	2224
79101	54	79	792	Coulonges-sur-l'Autize	2373
79102	54	79	791	Coulonges-Thouarsais	439
79103	54	79	791	Courlay	2415
79104	54	79	792	Cours	541
79105	54	79	793	Coutières	156
79106	54	79	792	Couture-d'Argenson	413
79107	54	79	792	Crézières	55
79108	54	79	793	Doux	238
79109	54	79	792	Échiré	3336
79111	54	79	792	Ensigné	283
79112	54	79	792	Épannes	775
79113	54	79	791	Étusson	341
79114	54	79	792	Exireuil	1563
79115	54	79	792	Exoudun	589
79116	54	79	791	Faye-l'Abbesse	1044
79117	54	79	792	Faye-sur-Ardin	632
79118	54	79	793	Fénery	304
79119	54	79	792	Fenioux	688
79120	54	79	793	La Ferrière-en-Parthenay	805
79121	54	79	793	Fomperron	431
79122	54	79	792	Fontenille-Saint-Martin-d'Entraigues	591
79123	54	79	791	La Forêt-sur-Sèvre	2294
79124	54	79	793	Les Forges	126
79125	54	79	792	Fors	1684
79126	54	79	792	Les Fosses	445
79127	54	79	792	La Foye-Monjault	765
79128	54	79	792	François	925
79129	54	79	792	Fressines	1357
79130	54	79	792	Frontenay-Rohan-Rohan	2982
79131	54	79	791	Geay	342
79132	54	79	791	Genneton	340
79133	54	79	792	Germond-Rouvre	1152
79134	54	79	791	Glénay	545
79135	54	79	793	Gourgé	935
79136	54	79	792	Gournay-Loizé	614
79137	54	79	792	Granzay-Gript	902
79139	54	79	793	Les Groseillers	67
79140	54	79	792	Hanc	257
79141	54	79	793	Irais	199
79142	54	79	792	Juillé	106
79144	54	79	792	Juscorps	372
79145	54	79	793	Lageon	368
79147	54	79	793	Largeasse	726
79148	54	79	792	Lezay	2066
79149	54	79	793	Lhoumois	140
79150	54	79	792	Limalonges	873
79152	54	79	792	Lorigné	279
79153	54	79	792	Loubigné	162
79154	54	79	792	Loubillé	378
79156	54	79	793	Louin	756
79157	54	79	791	Louzy	1287
79158	54	79	792	Luché-sur-Brioux	143
79159	54	79	791	Luché-Thouarsais	421
79160	54	79	792	Lusseray	166
79161	54	79	791	Luzay	567
79162	54	79	792	Magné	2820
79163	54	79	792	Mairé-Levescault	569
79164	54	79	792	Maisonnay	258
79165	54	79	793	Maisontiers	185
79166	54	79	792	Marigny	891
79167	54	79	793	Marnes	241
79168	54	79	791	Massais	572
79170	54	79	792	Mauzé-sur-le-Mignon	2800
79171	54	79	791	Mauzé-Thouarsais	2059
79172	54	79	793	Mazières-en-Gâtine	969
79173	54	79	792	Mazières-sur-Béronne	404
79174	54	79	792	Melle	3657
79175	54	79	792	Melleran	516
79176	54	79	793	Ménigoute	878
79177	54	79	792	Messé	178
79178	54	79	791	Missé	863
79179	54	79	793	Moncoutant	3170
79180	54	79	792	Montalembert	274
79183	54	79	791	Montravers	379
79184	54	79	792	La Mothe-Saint-Héray	1801
79185	54	79	792	Mougon	2044
79187	54	79	791	Moutiers-sous-Argenton	588
79188	54	79	793	Moutiers-sous-Chantemerle	609
79189	54	79	792	Nanteuil	1670
79190	54	79	793	Neuvy-Bouin	486
79191	54	79	792	Niort	57325
79195	54	79	791	Nueil-les-Aubiers	5444
79196	54	79	791	Oiron	961
79197	54	79	793	Oroux	105
79198	54	79	792	Paizay-le-Chapt	265
79199	54	79	792	Paizay-le-Tort	476
79200	54	79	792	Pamplie	273
79201	54	79	792	Pamproux	1678
79202	54	79	793	Parthenay	10478
79203	54	79	791	Pas-de-Jeu	395
79204	54	79	792	Périgné	1020
79205	54	79	792	Pers	75
79207	54	79	791	La Petite-Boissière	645
79208	54	79	793	La Peyratte	1145
79209	54	79	791	Pierrefitte	333
79210	54	79	791	Le Pin	1069
79211	54	79	792	Pioussay	325
79212	54	79	792	Pliboux	201
79213	54	79	793	Pompaire	1958
79214	54	79	792	Pouffonds	374
79215	54	79	793	Pougne-Hérisson	372
79216	54	79	792	Prahecq	2069
79217	54	79	792	Prailles	658
79218	54	79	793	Pressigny	204
79219	54	79	792	Priaires	120
79220	54	79	792	Prin-Deyrançon	605
79222	54	79	793	Pugny	243
79223	54	79	792	Puihardy	67
79225	54	79	793	Reffannes	374
79226	54	79	793	Le Retail	263
79229	54	79	792	La Rochénard	561
79230	54	79	792	Rom	842
79231	54	79	792	Romans	740
79235	54	79	791	Saint-Amand-sur-Sèvre	1287
79236	54	79	791	Saint-André-sur-Sèvre	646
79238	54	79	791	Saint-Aubin-du-Plain	550
79239	54	79	793	Saint-Aubin-le-Cloud	1760
79240	54	79	792	Sainte-Blandine	697
79241	54	79	792	Saint-Christophe-sur-Roc	593
79242	54	79	791	Saint-Clémentin	516
79243	54	79	792	Saint-Coutant	261
79244	54	79	791	Saint-Cyr-la-Lande	351
79246	54	79	792	Sainte-Eanne	671
79247	54	79	792	Saint-Étienne-la-Cigogne	135
79249	54	79	792	Saint-Gelais	1743
79250	54	79	791	Sainte-Gemme	380
79251	54	79	792	Saint-Génard	366
79252	54	79	793	Saint-Généroux	372
79253	54	79	793	Saint-Georges-de-Noisné	706
79254	54	79	792	Saint-Georges-de-Rex	408
79255	54	79	793	Saint-Germain-de-Longue-Chaume	407
79256	54	79	793	Saint-Germier	201
79257	54	79	792	Saint-Hilaire-la-Palud	1597
79258	54	79	791	Saint-Jacques-de-Thouars	464
79259	54	79	791	Saint-Jean-de-Thouars	1344
79260	54	79	793	Saint-Jouin-de-Marnes	585
79261	54	79	791	Saint-Jouin-de-Milly	209
79263	54	79	792	Saint-Laurs	533
79264	54	79	792	Saint-Léger-de-la-Martinière	986
79265	54	79	791	Saint-Léger-de-Montbrun	1214
79267	54	79	793	Saint-Lin	365
79268	54	79	793	Saint-Loup-Lamairé	942
79269	54	79	792	Saint-Maixent-de-Beugné	356
79270	54	79	792	Saint-Maixent-l'École	7483
79271	54	79	793	Saint-Marc-la-Lande	359
79273	54	79	792	Saint-Martin-de-Bernegoue	793
79274	54	79	791	Saint-Martin-de-Mâcon	328
79276	54	79	792	Saint-Martin-de-Saint-Maixent	1113
79277	54	79	791	Saint-Martin-de-Sanzay	977
79278	54	79	793	Saint-Martin-du-Fouilloux	216
79279	54	79	792	Saint-Martin-lès-Melle	871
79280	54	79	791	Saint-Maurice-la-Fougereuse	541
79281	54	79	792	Saint-Maxire	1131
79282	54	79	792	Saint-Médard	109
79283	54	79	792	Sainte-Néomaye	1339
79284	54	79	792	Sainte-Ouenne	788
79285	54	79	793	Saint-Pardoux	1578
79286	54	79	793	Saint-Paul-en-Gâtine	451
79289	54	79	791	Saint-Pierre-des-Échaubrognes	1371
79290	54	79	792	Saint-Pompain	937
79292	54	79	791	Sainte-Radegonde	1955
79293	54	79	792	Saint-Rémy	1027
79294	54	79	792	Saint-Romans-des-Champs	177
79295	54	79	792	Saint-Romans-lès-Melle	682
79297	54	79	792	Sainte-Soline	348
79298	54	79	792	Saint-Symphorien	1800
79299	54	79	791	Saint-Varent	2496
79300	54	79	791	Sainte-Verge	1438
79301	54	79	792	Saint-Vincent-la-Châtre	608
79302	54	79	792	Saivres	1393
79303	54	79	792	Salles	343
79304	54	79	792	Sansais	776
79305	54	79	791	Sanzay	
79306	54	79	793	Saurais	188
79307	54	79	792	Sauzé-Vaussais	1616
79308	54	79	792	Sciecq	582
79309	54	79	792	Scillé	380
79310	54	79	792	Secondigné-sur-Belle	545
79311	54	79	793	Secondigny	1798
79312	54	79	792	Séligné	119
79313	54	79	792	Sepvret	583
79314	54	79	792	Sompt	311
79316	54	79	792	Soudan	452
79318	54	79	793	Soutiers	265
79319	54	79	792	Souvigné	869
79320	54	79	792	Surin	610
79321	54	79	791	Taizé	777
79322	54	79	793	Le Tallud	2030
79325	54	79	793	Tessonnière	313
79326	54	79	793	Thénezay	1476
79327	54	79	792	Thorigné	1267
79328	54	79	792	Thorigny-sur-le-Mignon	85
79329	54	79	791	Thouars	9822
79330	54	79	792	Tillou	301
79331	54	79	791	Tourtenay	142
79332	54	79	793	Trayes	133
79333	54	79	791	Ulcot	58
79334	54	79	792	Usseau	913
79335	54	79	792	Vallans	762
79336	54	79	792	Vançais	266
79337	54	79	792	Le Vanneau-Irleau	919
79338	54	79	792	Vanzay	204
79339	54	79	793	Vasles	1706
79340	54	79	793	Vausseroux	350
79341	54	79	793	Vautebis	122
79342	54	79	793	Vernoux-en-Gâtine	602
79343	54	79	792	Vernoux-sur-Boutonne	170
79345	54	79	793	Verruyes	911
79346	54	79	792	Le Vert	128
79347	54	79	793	Viennay	1103
79348	54	79	792	Villefollet	199
79349	54	79	792	Villemain	167
79350	54	79	792	Villiers-en-Bois	144
79351	54	79	792	Villiers-en-Plaine	1694
79352	54	79	792	Villiers-sur-Chizé	165
79353	54	79	792	Vitré	532
79354	54	79	793	Vouhé	368
79355	54	79	792	Vouillé	3248
79356	54	79	791	Voultegon	558
79357	54	79	792	Xaintray	240
80001	22	80	801	Abbeville	24155
80002	22	80	804	Ablaincourt-Pressoir	265
80003	22	80	802	Acheux-en-Amiénois	569
80004	22	80	801	Acheux-en-Vimeu	528
80005	22	80	802	Agenville	114
80006	22	80	801	Agenvillers	193
80008	22	80	801	Aigneville	845
80009	22	80	801	Ailly-le-Haut-Clocher	895
80010	22	80	803	Ailly-sur-Noye	2805
80011	22	80	802	Ailly-sur-Somme	3157
80013	22	80	802	Airaines	2304
80014	22	80	804	Aizecourt-le-Bas	58
80015	22	80	804	Aizecourt-le-Haut	81
80016	22	80	804	Albert	9774
80017	22	80	804	Allaines	424
80018	22	80	801	Allenay	247
80019	22	80	801	Allery	802
80020	22	80	802	Allonville	760
80021	22	80	802	Amiens	133448
80022	22	80	801	Andainville	228
80023	22	80	803	Andechy	265
80024	22	80	802	Argoeuves	530
80025	22	80	801	Argoules	335
80026	22	80	802	Arguel	30
80027	22	80	803	Armancourt	19
80028	22	80	802	Arquèves	152
80029	22	80	801	Arrest	869
80030	22	80	801	Arry	193
80031	22	80	803	Arvillers	748
80032	22	80	803	Assainvillers	144
80033	22	80	804	Assevillers	287
80034	22	80	804	Athies	623
80035	22	80	803	Aubercourt	73
80036	22	80	802	Aubigny	496
80037	22	80	803	Aubvillers	131
80038	22	80	804	Auchonvillers	129
80039	22	80	801	Ault	1697
80040	22	80	801	Aumâtre	202
80041	22	80	802	Aumont	140
80042	22	80	802	Autheux	112
80043	22	80	802	Authie	300
80044	22	80	802	Authieule	364
80045	22	80	804	Authuille	170
80046	22	80	802	Avelesges	48
80047	22	80	804	Aveluy	501
80048	22	80	801	Avesnes-Chaussoy	69
80049	22	80	803	Ayencourt	173
80050	22	80	802	Bacouel-sur-Selle	474
